ID,designation_header,strain_number_header,is_type_strain_header,species,domain,phylum,Oxygen tolerance,Genome seq. accession number,Genome Sequence associated NCBI tax ID
,,,,,,,,2900322015,659
,,,,,,,,659.11,659
,,,,,,,,659.23,659
,,,,,,,,659.4,659
140479,"43082, 13-12","KCTC 42764, CGMCC 1.14970",1,Photobacterium proteolyticum,Bacteria,Pseudomonadota,aerobe,2882267562,1903952
,,,,,,,facultative anaerobe,,
17239,Mj283,"DSM 24669, CECT 7576, CAIM 1393",1,Photobacterium swingsii,Bacteria,Pseudomonadota,facultative anaerobe,2648501459,680026
,,,,,,,obligate aerobe,2858407585,680026
,,,,,,,,680026.4,680026
,,,,,,,,680026.8,680026
158680,H01100410B,"CECT 9189, LMG 29991",1,Photobacterium toruni,Bacteria,Pseudomonadota,facultative anaerobe,1935446.4,1935446
,,,,,,,obligate aerobe,2871215625,1935446
5035,"FRG04, HG4","DSM 15138, CCM 7075, CIP 105564",1,Photorhabdus akhurstii,Bacteria,Pseudomonadota,facultative anaerobe,171438.3,171438
5038,"3265-86, 3265/86","DSM 15149, ATCC 43950, CCM 7074, CIP 106331",1,Photorhabdus asymbiotica subsp. asymbiotica,Bacteria,Pseudomonadota,anaerobe,2784746756,291112
,,,,,,,facultative anaerobe,291112.8,291112
5045,9802892,"DSM 17609, CCM 7293, CIP 108025, ACM 5210",1,Photorhabdus australis,Bacteria,Pseudomonadota,facultative anaerobe,1122960.3,1122960
,,,,,,,,2565956522,1122960
5048,3107,"DSM 19724, NCAIM B 02271",1,Photorhabdus cinerea,Bacteria,Pseudomonadota,aerobe,2897721305,471575
,,,,,,,,471575.3,471575
5050,C8404,"DSM 22397, CIP 109946, CN 8404",1,Photorhabdus hainanensis,Bacteria,Pseudomonadota,facultative anaerobe,1004166.3,1004166
5051,"C1, NC-19, NC19","DSM 3369, ATCC 29304, CIP 109947",1,Photorhabdus khanii,Bacteria,Pseudomonadota,facultative anaerobe,2518285522,1004151
5036,"TT01, HT1","DSM 15139, CCM 7076, CIP 105565",1,Photorhabdus laumondii,Bacteria,Pseudomonadota,facultative anaerobe,141679.8,141679
5032,Hb,"DSM 3368, ATCC 29999, CCM 7077, CIP 106429, NCIMB 12670",1,Photorhabdus luminescens,Bacteria,Pseudomonadota,facultative anaerobe,171439.3,171439
,,,,,,,,2597490348,1354241
,,,,,,,,2648501375,171439
,,,,,,,,29488.49,29488
5052,T327,"DSM 22387, CIP 109948, ATU 327",1,Photorhabdus tasmaniensis,Bacteria,Pseudomonadota,facultative anaerobe,2784132062,574560
,,,,,,,,2897700691,1004159
,,,,,,,,574560.14,574560
5044,39-8,"DSM 15199, CIP 108426, NCIMB 13952",1,Photorhabdus thracensis,Bacteria,Pseudomonadota,anaerobe,230089.6,230089
,,,,,,,obligate aerobe,2639762814,230089
24753,PI_21,"DSM 25521, KCTC 52181, NCAIM B 02510",1,Phreatobacter oligotrophus,Bacteria,Pseudomonadota,aerobe,1122261.3,1122261
,,,,,,,,2734482287,1122261
140727,YC6-17,"KCTC 52518, DSM 103734",1,Phreatobacter stygius,Bacteria,Pseudomonadota,obligate aerobe,1940610.3,1940610
,,,,,,,,2837187533,1940610
6294,Lochhead&Burton541,"DSM 12806, ATCC 13347, CDA 859, IFO 12159, NBRC 12159, NCDO 1576, NCIMB 9222, JCM 11564, CIP 102696, IAM 14868, IAM 14893, IAM 14902, IFO 12959, KCTC 39573, KCTC 9649, LMG 16468, LMG 17308, NBRC 12959, VKM Ac-1108",1,Phycicoccus duodecadis,Bacteria,Actinomycetota,facultative anaerobe,173053.3,173053
,,,,,,,obligate aerobe,2630968219,173053
6298,Lp2,"DSM 14184, JCM 11141, CCUG 46560, CIP 107623, IAM 14965, NBRC 103079, KCTC 39572, NCIMB 14348",1,Phycicoccus elongatus,Bacteria,Actinomycetota,aerobe,2600254961,1193181
,,,,,,,obligate aerobe,,
132430,JP6SC6,"DSM 100020, CGMCC 4.7300, JCM 31784",1,Phycicoccus endophyticus,Bacteria,Actinomycetota,aerobe,1690220.4,1690220
,,,,,,,obligate aerobe,1690220.5,1690220
,,,,,,,,2894037358,1690220
133801,PEPV15,"LMG 26470, CECT 7949",1,Phyllobacterium endophyticum,Bacteria,Pseudomonadota,aerobe,1149773.3,1149773
,,,,,,,obligate aerobe,1149773.6,1149773
,,,,,,,,2824427252,1149773
,,,,,,,,2839993093,1149773
11874,,"DSM 5892, ATCC 43590, IAM 13584, JCM 20932, LMG 2t2, NCIMB 12127, CCUG 34962, CIP 108241, LMG 2.2, LMG 6738, NBRC 100019",1,Phyllobacterium myrsinacearum,Bacteria,Pseudomonadota,aerobe,2767802441,28101
,,,,,,,obligate aerobe,2802429686,28101
,,,,,,,,28101.3,28101
,,,,,,,,28101.5,28101
,,,,,,,,28101.8,28101
11875,,"DSM 5893, ATCC 43591, LMG 1t1, NCIMB 12128, JCM 20934, CCUG 34964, CIP 108235, HAMBI 1991, HAMBI 2264, IAM 13587, LMG 1.1, NBRC 100017",0,Phyllobacterium myrsinacearum,Bacteria,Pseudomonadota,aerobe,2799112214,28101
,,,,,,,obligate aerobe,28101.7,28101
158644,LLAN61,"LMG 30173, CECT 9417",1,Phyllobacterium salinisoli,Bacteria,Pseudomonadota,aerobe,2840750342,1899321
11876,PETP02,"DSM 17315, CECT 7015, LMG 22712",1,Phyllobacterium trifolii,Bacteria,Pseudomonadota,aerobe,2824382165,300193
,,,,,,,obligate aerobe,300193.4,300193
132519,,"DSM 101529, CGMCC 4.7225, KCTC 39701, EGI 80629, JCM 32495",1,Phytoactinopolyspora alkaliphila,Bacteria,Actinomycetota,aerobe,1783498.3,1783498
158583,,"CNCTC 5729, ATCC 27989",1,Phytobacter ursingii,Bacteria,Pseudomonadota,aerobe,1972431.3,1972431
,,,,,,,facultative anaerobe,,
23123,K09-0627,"DSM 45551, JCM 17387, NBRC 107702",1,Phytohabitans flavus,Bacteria,Actinomycetota,aerobe,1076124.3,1076124
,,,,,,,obligate aerobe,,
23124,K11-0057,"DSM 45864, BCC 48147, JCM 17830, NBRC 108639",1,Phytohabitans houttuyneae,Bacteria,Actinomycetota,aerobe,1076126.3,1076126
,,,,,,,obligate aerobe,,
23125,K11-0047,"DSM 45865, BCC 48146, JCM 17829, NBRC 108638",1,Phytohabitans rumicis,Bacteria,Actinomycetota,aerobe,1076125.3,1076125
,,,,,,,obligate aerobe,,
8050,K07-0523,"DSM 45306, BCC 55028, JCM 31213, NBRC 105367, TBRC 2211",1,Phytohabitans suffuscus,Bacteria,Actinomycetota,aerobe,624315.3,624315
,,,,,,,obligate aerobe,,
357,K24,"CCUG 47266, CIP 108234, DSM 13608, NCIMB 13708",1,Pigmentiphaga kullae,Bacteria,Pseudomonadota,obligate aerobe,151784.3,151784
,,,,,,,,2795386136,151784
361,,"DSM 19789, CCTCC AA 207034, KCTC 22165, JSM 061001",1,Pigmentiphaga litoralis,Bacteria,Pseudomonadota,facultative anaerobe,516702.5,516702
,,,,,,,obligate aerobe,,
1544,RBU1-1,"DSM 21622, JCM 13188, PCU 270, TISTR 1571, CIP 109653",1,Piscibacillus salipiscarius,Bacteria,Bacillota,aerobe,1294022.5,1294022
,,,,,,,,2675903365,1294022
23827,C01,"DSM 27630, KCTC 13150, PCU 316, TISTR 1958",1,Pisciglobus halotolerans,Bacteria,Bacillota,aerobe,2634166901,745365
,,,,,,,microaerophile,745365.3,745365
,,,,,,,obligate aerobe,,
159877,MQ-18,"CCTCC AB 2017223, JCM 32138",1,Piscinibacter caeni,Bacteria,Pseudomonadota,aerobe,2883124827,1861917
,,,,,,,obligate aerobe,,
133221,SH-1,"KACC 18594, JCM 31230",1,Piscinibacter defluvii,Bacteria,Pseudomonadota,aerobe,2881658920,1796922
,,,,,,,obligate aerobe,,
134050,"P8, IMER 00624","KACC 16581, NBRC 108858, DSM 111729",1,Planifilum composti,Bacteria,Bacillota,aerobe,2784132152,1108801
16752,H0165,"DSM 44946, ATCC BAA-969, JCM 12507, BCRC 16827",1,Planifilum fimeticola,Bacteria,Bacillota,aerobe,201975.3,201975
,,,,,,,facultative anaerobe,2728369512,201975
16751,500275,"DSM 44945, ATCC BAA-970, JCM 12508, BCRC 16828",1,Planifilum fulgidum,Bacteria,Bacillota,aerobe,201973.5,201973
,,,,,,,facultative anaerobe,2615840724,201973
134218,LA5,"CCTCC AA 206002, KCTC 13052, DSM 45664",1,Planifilum yunnanense,Bacteria,Bacillota,aerobe,2784132149,337094
24527,,"DSM 22400, JCM 18269, RCA 23",1,Planktomarina temperata,Bacteria,Pseudomonadota,aerobe,2548877138,666509
141082,X14M-14,"CGMCC 1.12924, KCTC 42675",1,Planktosalinus lacus,Bacteria,Bacteroidota,aerobe,1526573.3,1526573
13865,"SH6-1, SH6_1","DSM 23709, LMG 25294",1,Planktotalea frisia,Bacteria,Pseudomonadota,aerobe,2593339277,696762
,,,,,,,obligate aerobe,2703719202,696762
,,,,,,,,696762.6,696762
24635,A-T 4600,"DSM 46704, BCC 39469, NBRC 107568",1,Planobispora siamensis,Bacteria,Actinomycetota,aerobe,936338.3,936338
,,,,,,,obligate aerobe,,
11959,,"DSM 14505, MTCC 3854, CMS 26or, CIP 107767",1,Planococcus antarcticus,Bacteria,Bacillota,facultative anaerobe,1185653.1,1185653
,,,,,,,obligate aerobe,1185653.11,1185653
,,,,,,,,1185653.3,1185653
,,,,,,,,1185653.6,1185653
,,,,,,,,2534682145,1185653
,,,,,,,,2700988610,1185653
11955,628,"DSM 20549, ATCC 14404, CCM 316, NCMB 1493, JCM 2532, CECT 951, CGMCC 1.2714, CIP 81.74, IAM 12456, IAM 12541, IAM 13052, IFO 15849, LMG 17319, NBRC 15849, NCIMB 1493, VKM B-1307",1,Planococcus citreus,Bacteria,Bacillota,aerobe,1373.5,1373
,,,,,,,obligate aerobe,1373.6,1373
,,,,,,,,2770939644,1373
11965,JH1,"DSM 22276, KCTC 13050, LMG 23779",1,Planococcus donghaensis,Bacteria,Bacillota,aerobe,2700988611,414778
,,,,,,,obligate aerobe,2773857989,414778
,,,,,,,,414778.12,414778
,,,,,,,,414778.4,414778
11974,423,"DSM 24857, CGMCC 1.6846, JCM 15088",1,Planococcus glaciei,Bacteria,Bacillota,aerobe,2617270782,459472
,,,,,,,,459472.16,459472
11967,Or1,"DSM 24743, JCM 17719",1,Planococcus halocryophilus,Bacteria,Bacillota,aerobe,1005941.3,1005941
,,,,,,,,1215089.4,1215089
,,,,,,,,2537562134,1005941
,,,,,,,,2700988612,1005941
,,,,,,,,2773857975,1005941
11971,JG-07,"DSM 15895, CIP 107134, JCM 10704, KCTC 3684, CGMCC 1.3646, KCTC 3684.",1,Planococcus koreensis,Bacteria,Bacillota,aerobe,112331.4,112331
,,,,,,,facultative anaerobe,2861582252,112331
11968,S23F2,"DSM 13963, ATCC 700539, CIP 105673",1,Planococcus mcmeekinii,Bacteria,Bacillota,obligate aerobe,2913357338,71546
,,,,,,,,71546.3,71546
11966,AS/ASP6(II),"DSM 23997, MTCC 8491",1,Planococcus plakortidis,Bacteria,Bacillota,aerobe,1038856.4,1038856
,,,,,,,,2700988614,1038856
11962,M8,"DSM 15069, ATCC BAA-790, CIP 108240",1,Planococcus rifietoensis,Bacteria,Bacillota,obligate aerobe,2687453186,200991
11960,ISL-16,"DSM 23820, CCUG 57753, KCTC 13584",1,Planococcus salinarum,Bacteria,Bacillota,aerobe,2837105295,622695
,,,,,,,,2840865273,622695
,,,,,,,,622695.3,622695
,,,,,,,,622695.5,622695
158688,LCB217,"CGMCC 1.15685, KCTC 33861",1,Planococcus salinus,Bacteria,Bacillota,aerobe,2843378535,1848460
133091,L10.15,"DSM 101994, KACC 18918",1,Planococcus versutus,Bacteria,Bacillota,aerobe,2700988609,1302659
,,,,,,,obligate aerobe,2788500496,1302659
11972,K22-03,"DSM 16419, JCM 12481, MTCC 6226",1,Planococcus stackebrandtii,Bacteria,Bacillota,aerobe,2928307406,253160
,,,,,,,obligate aerobe,,
8037,,"DSM 44991, BCC 51133, CCTCC AA 205013, JCM 16008, NBRC 105377, TBRC 198, YIM 46034",1,Planosporangium flavigriseum,Bacteria,Actinomycetota,aerobe,373681.3,373681
,,,,,,,obligate aerobe,373681.5,373681
132122,,"DSM 45475, BCC 51294, CCTCC AA 209049, KCTC 19779, TBRC 2212, YIM 48875, NBRC 109066",1,Planosporangium mesophilum,Bacteria,Actinomycetota,aerobe,689768.3,689768
,,,,,,,obligate aerobe,689768.4,689768
16584,A-T 0875,"DSM 45570, BCC 24832, NBRC 104272, JCM 17936",1,Planotetraspora kaengkrachanensis,Bacteria,Actinomycetota,aerobe,575193.3,575193
,,,,,,,obligate aerobe,,
16585,A-T 1383,"DSM 45571, BCC 26045, NBRC 104273, JCM 17937",1,Planotetraspora phitsanulokensis,Bacteria,Actinomycetota,aerobe,575192.3,575192
,,,,,,,obligate aerobe,,
16582,TT 00-51,"DSM 44746, NBRC 100141, JCM 12867, BCRC 16800, CGMCC 4.5632",1,Planotetraspora silvatica,Bacteria,Actinomycetota,aerobe,234614.3,234614
,,,,,,,obligate aerobe,,
16583,,"DSM 45400, BCC 21825, NBRC 104271, JCM 16140",1,Planotetraspora thailandica,Bacteria,Actinomycetota,aerobe,487172.3,487172
,,,,,,,obligate aerobe,,
8047,,"DSM 45387, CCTCC AA 209047, JCM 31039, NBRC 110450, YIM 68255",1,Plantactinospora endophytica,Bacteria,Actinomycetota,aerobe,673535.3,673535
,,,,,,,obligate aerobe,,
8045,,"DSM 45238, BCC 55027, CCTCC AA 208022, JCM 16905, NBRC 109088, TBRC 2210, YIM 61359",1,Plantactinospora mayteni,Bacteria,Actinomycetota,aerobe,566021.3,566021
,,,,,,,obligate aerobe,,
132564,NEAU-gxj3,"DSM 46832, CGMCC 4.7221",1,Plantactinospora soyae,Bacteria,Actinomycetota,aerobe,1544732.3,1544732
,,,,,,,obligate aerobe,2870846369,1544732
7473,"P 297/02, P297/02","DSM 14012, LMG 19919, JCM 12144, CIP 108227, IAM 15049, NBRC 103081, VKM Ac-2504",1,Plantibacter flavus,Bacteria,Actinomycetota,obligate aerobe,150123.11,150123
,,,,,,,,2781126045,150123
24761,YD,"DSM 25287, NCCB 100398",1,Plasticicumulans lactativorans,Bacteria,Pseudomonadota,aerobe,1133106.8,1133106
,,,,,,,,2795385449,1133106
24763,,"DSM 25350, CIP 110343, MOLA 115",1,Pleionea mediterranea,Bacteria,Pseudomonadota,aerobe,2756170268,523701
,,,,,,,obligate aerobe,523701.3,523701
23098,R5-392,"DSM 25022, KACC 16233",1,Pleomorphomonas diazotrophica,Bacteria,Pseudomonadota,aerobe,2651870105,1166257
,,,,,,,,2839387131,1166257
7227,Y9,"DSM 23070, KCTC 12246, NBRC 100803",1,Pleomorphomonas koreensis,Bacteria,Pseudomonadota,aerobe,1122962.3,1122962
,,,,,,,,2523533619,1122962
166285,SW125,"CGMCC 1.16172, DSM 107180, KCTC 62636",1,Pleomorphovibrio marinus,Bacteria,Bacteroidota,aerobe,2164132.3,2164132
,,,,,,,anaerobe,2831830614,2164132
5055,"M51, Bader M51","DSM 8224, ATCC 14029, NCIB 9242, RH 798, CCUG 410, NCTC 10360, NCIMB 9242, CDC 3085-55, CIP 63.5, LMG 4242",1,Plesiomonas shigelloides,Bacteria,Pseudomonadota,aerobe,2773857999,703
,,,,,,,facultative anaerobe,703.8,703
,,,,,,,obligate aerobe,,
4367,16-74,"DSM 9245, ATCC 33028, CDC 604-77, CIP 76.01, JCM 1234, LMG 5739, NCTC 11434, CCUG 14557, CECT 857, CIP 76.1, HUT 8110, NBRC 105706, NCIMB 13304",1,Pluralibacter gergoviae,Bacteria,Pseudomonadota,facultative anaerobe,1354260.8,1354260
,,,,,,,,2681812978,1354260
,,,,,,,,61647.66,61647
152919,,"CCUG 48005, KMM 3938, KCTC 12100, KCTC 23228",1,Polaribacter butkevichii,Bacteria,Bacteroidota,aerobe,218490.3,218490
,,,,,,,facultative anaerobe,2895256602,218490
5627,DSW-5,"DSM 17204, CIP 109304, KCTC 12392",1,Polaribacter dokdonensis,Bacteria,Bacteroidota,aerobe,1300348.6,1300348
,,,,,,,obligate aerobe,1300348.9,1300348
,,,,,,,,2639762916,1300348
,,,,,,,,2693430036,1300348
133261,RA4-7,"KCTC 52418, NBRC 112383",1,Polaribacter haliotis,Bacteria,Bacteroidota,aerobe,1888915.11,1888915
,,,,,,,,2788500510,1888915
133846,LNM-20,"LMG 26671, NBRC 108759",1,Polaribacter porphyrae,Bacteria,Bacteroidota,aerobe,1137780.3,1137780
,,,,,,,obligate aerobe,2895253024,1137780
133931,,"KCTC 23670, JCM 18092, KOPRI 21160",1,Polaribacter sejongensis,Bacteria,Bacteroidota,aerobe,985043.7,985043
158681,WS2-14,"KCTC 52275, MCCC 1H00163",1,Polaribacter tangerinus,Bacteria,Bacteroidota,aerobe,2791355037,1920034
,,,,,,,obligate aerobe,,
133317,LPB0003,"KACC 18704, JCM 31217",1,Polaribacter vadi,Bacteria,Bacteroidota,aerobe,2721755673,1774273
,,,,,,,obligate aerobe,2772190760,1774273
140826,B717-2,"CGMCC 1.15322, JCM 31171",1,Polaromonas eurypsychrophila,Bacteria,Pseudomonadota,aerobe,1614635.3,1614635
2982,CJ2,"DSM 15660, ATCC BAA-779, CCUG 51246",1,Polaromonas naphthalenivorans,Bacteria,Pseudomonadota,aerobe,365044.2,365044
,,,,,,,,365044.36,365044
,,,,,,,,365044.37,365044
,,,,,,,,365044.38,365044
,,,,,,,,365044.39,365044
,,,,,,,,365044.4,365044
,,,,,,,,365044.41,365044
,,,,,,,,365044.42,365044
,,,,,,,,365044.43,365044
,,,,,,,,639633051,365044
133878,JIR-001,"JCM 18147, CECT 8074, BCC 72032, NBRC 109429",1,Polycladomyces abyssicola,Bacteria,Bacillota,aerobe,1125966.3,1125966
167597,"DJ1R_1, DJ1R-1","CGMCC 1.13788, KCTC 72014",1,Polymorphobacter arshaanensis,Bacteria,Pseudomonadota,aerobe,SIHO00000000,2511025
133374,B555-2,"CGMCC 1.15519, KCTC 52396",1,Polymorphobacter glacialis,Bacteria,Pseudomonadota,aerobe,1614636.3,1614636
,,,,,,,obligate aerobe,,
8025,TT97-42,"DSM 44947, NBRC 101157, JCM 14904, CGMCC 4.5572",1,Polymorphospora rubra,Bacteria,Actinomycetota,aerobe,338584.4,338584
,,,,,,,obligate aerobe,,
2079,MWH-PoolGreenA3,"DSM 21994, CIP 110079",1,Polynucleobacter acidiphobus,Bacteria,Pseudomonadota,aerobe,2808606701,556053
,,,,,,,facultative anaerobe,,
158281,MWH-K35W1,"DSM 24006, LMG 29706",1,Polynucleobacter aenigmaticus,Bacteria,Pseudomonadota,aerobe,1743164.3,1743164
,,,,,,,obligate aerobe,,
2068,QLW-P1DMWA-1,"DSM 18221, CIP 109841",1,Polynucleobacter asymbioticus,Bacteria,Pseudomonadota,facultative anaerobe,2639762516,312153
,,,,,,,obligate aerobe,,
158405,MWH-Feld-100,"DSM 24007, LMG 29705",1,Polynucleobacter campilacus,Bacteria,Pseudomonadota,aerobe,1743163.3,1743163
,,,,,,,obligate aerobe,2590828843,1743163
2076,MWH-MoIso2,"DSM 21490, CIP 109840, LMG 25212",1,Polynucleobacter cosmopolitanus,Bacteria,Pseudomonadota,aerobe,2642422582,351345
,,,,,,,obligate aerobe,2773857926,351345
2081,AM-8B5,"DSM 22349, CIP 110078",1,Polynucleobacter difficilis,Bacteria,Pseudomonadota,aerobe,2808606694,556054
,,,,,,,facultative anaerobe,,
,,,,,,,obligate aerobe,,
2071,MWH-MoK4,"DSM 21495, CIP 110977",1,Polynucleobacter duraquae,Bacteria,Pseudomonadota,aerobe,2634166443,1835254
,,,,,,,obligate aerobe,576611.7,576611
158406,MWH-EgelM1-30-B4,"DSM 23911, LMG 30144",1,Polynucleobacter hirudinilacicola,Bacteria,Pseudomonadota,aerobe,2590828818,1743166
,,,,,,,obligate aerobe,,
158668,AP-Melu-1000-B4,"DSM 103591, CIP 111329",1,Polynucleobacter meluiroseus,Bacteria,Pseudomonadota,aerobe,2710724120,1938814
,,,,,,,obligate aerobe,,
158449,MG-25-Pas1-D2,"DSM 103454, CIP 111323",1,Polynucleobacter paneuropaeus,Bacteria,Pseudomonadota,aerobe,2770939595,2527775
,,,,,,,,2808606699,2527775
2080,MT-CBb6A5,"DSM 21648, CIP 109928",1,Polynucleobacter rarus,Bacteria,Pseudomonadota,aerobe,2645728114,556055
,,,,,,,facultative anaerobe,556055.3,556055
,,,,,,,obligate aerobe,,
2069,MWH-HuW1,"DSM 21492, CIP 110978",1,Polynucleobacter sinensis,Bacteria,Pseudomonadota,aerobe,2844340359,1743157
,,,,,,,obligate aerobe,,
140723,MWH-Weng1-1,"CIP 111099, DSM 24018",1,Polynucleobacter sphagniphilus,Bacteria,Pseudomonadota,aerobe,2574179738,1743169
,,,,,,,obligate aerobe,,
2072,MWH-VicM1,"DSM 21486, JCM 32005",1,Polynucleobacter victoriensis,Bacteria,Pseudomonadota,facultative anaerobe,2710264786,2049319
,,,,,,,obligate aerobe,,
133074,QLW-P1FAT50C-4,"DSM 24008, CIP 111100",1,Polynucleobacter wuianus,Bacteria,Pseudomonadota,aerobe,1743168.3,1743168
,,,,,,,obligate aerobe,2687453598,1743168
2070,MWH-JaK3,"DSM 21493, CIP 110976",1,Polynucleobacter yangtzensis,Bacteria,Pseudomonadota,facultative anaerobe,2608642177,1743159
,,,,,,,obligate aerobe,,
13856,GRP21,"DSM 21219, KCTC 22497",1,Pontibaca methylaminivorans,Bacteria,Pseudomonadota,aerobe,2681812934,515897
,,,,,,,facultative anaerobe,515897.3,515897
,,,,,,,obligate aerobe,,
1386,BH030062,DSM 16287,1,Pontibacillus chungwhensis,Bacteria,Bacillota,obligate aerobe,1385513.3,1385513
,,,,,,,,2627854003,1385513
1388,,"DSM 19796, CCTCC AA 207029, KCTC 13190, JSM 076056, CIP 110065",1,Pontibacillus halophilus,Bacteria,Bacillota,aerobe,1122964.4,1385510
,,,,,,,obligate aerobe,1385510.3,1385510
,,,,,,,,2524023244,1385510
1387,"BH030004, 10.101","DSM 16465, KCTC 3917",1,Pontibacillus marinus,Bacteria,Bacillota,aerobe,1122965.4,1385511
,,,,,,,obligate aerobe,1385511.3,1385511
,,,,,,,,2524023192,1385511
,,,,,,,,2630968890,1385511
133153,9DM,"KCTC 33742, LMG 29102, CGMCC 1.15353",1,Pontibacillus salipaludis,Bacteria,Bacillota,aerobe,1697394.3,1697394
,,,,,,,facultative anaerobe,,
,,,,,,,obligate aerobe,,
23884,"AKesu 4, ASK 1","DSM 18820, CCTCC AB 206086, KCTC 12758, AKS 1",1,Pontibacter akesuensis,Bacteria,Bacteroidota,aerobe,2622736541,388950
,,,,,,,,388950.6,388950
,,,,,,,,388950.7,388950
140146,2-Sep,"DSM 27987, CGMCC 1.12749, JCM 19653, MCCC 1K00278",1,Pontibacter amylolyticus,Bacteria,Bacteroidota,aerobe,1424080.3,1424080
133259,XAAS-1,"CCTCC AB 2016134, JCM 31442, DSM 103222",1,Pontibacter aydingkolensis,Bacteria,Bacteroidota,aerobe,2928185967,1911536
133827,DM9,"CCM 7955, MTCC 11079",1,Pontibacter lucknowensis,Bacteria,Bacteroidota,aerobe,2681812905,1077936
132973,PB3,"DSM 100162, KCTC 42942",1,Pontibacter mucosus,Bacteria,Bacteroidota,aerobe,1649266.3,1649266
,,,,,,,,2734482255,1649266
166346,BT214,"KCTC 72359, NBRC 114377",1,Pontibacter pudoricolor,Bacteria,Bacteroidota,aerobe,2884355953,2694930
,,,,,,,obligate aerobe,,
133910,LP43,"CCM 8406, MCC 2019",1,Pontibacter ramchanderi,Bacteria,Bacteroidota,aerobe,2681812906,1179743
3829,SRC-1,"DSM 17521, CCTCC AB 207222, CIP 109903, MTCC 7260",1,Pontibacter roseus,Bacteria,Bacteroidota,aerobe,1122967.3,1122967
,,,,,,,obligate aerobe,2515154084,1122967
132412,,"DSM 100161, KCTC 42944, MCC 2777, NKM 1",1,Pontibacter ummariensis,Bacteria,Bacteroidota,aerobe,2728369279,1610492
133007,W14,"DSM 100231, KCTC 42941, MCC 2932",1,Pontibacter virosus,Bacteria,Bacteroidota,aerobe,1765052.3,1765052
,,,,,,,,2756170242,1765052
13846,CL-GR66,"DSM 18986, KCCM 90028",1,Ponticoccus litoralis,Bacteria,Pseudomonadota,aerobe,2574179734,1122969
158575,SJ5A-1,"JCM 19520, ACCC 19863",1,Pseudoponticoccus marisrubri,Bacteria,Pseudomonadota,aerobe,1685382.5,1685382
,,,,,,,,2724679114,1685382
133880,CL-TW6,"KCCM 90105, JCM 18206",1,Pontimonas salivibrio,Bacteria,Actinomycetota,aerobe,1159327.4,1159327
,,,,,,,obligate aerobe,2866993168,1159327
159031,"Oil+RF-744-WCA-WT-11, Oil-RF-744-WCA-WT-11","DSM 106895, JCM 34417",1,Porcincola intestinalis,Bacteria,Bacillota,anaerobe,2606632.3,2606632
,,,,,,,facultative anaerobe,VULZ00000000,2606632
,,,,,,,obligate anaerobe,,
12505,B440,"CCUG 7834, CCUG 14451, JCM 6326, DSM 20707, ATCC 25260, VPI 4198, BCRC 10618, LMG 13178",1,Porphyromonas asaccharolytica,Bacteria,Bacteroidota,anaerobe,2504756018,879243
,,,,,,,,879243.3,879243
12513,,"DSM 23058, ATCC BAA-1629, CCUG 55979, WAL 1926C, JCM 16335",1,Porphyromonas bennonis,Bacteria,Bacteroidota,anaerobe,1122971.3,1122971
,,,,,,,,1236537.5,1122971
,,,,,,,,2517093003,1122971
,,,,,,,,2585427886,1122971
132848,,"DSM 104739, AHN 4309, ATCC 700135, JCM 15983, NCTC 12856, CCUG 47700, JCM 13862, VPB 4874",1,Porphyromonas cangingivalis,Bacteria,Bacteroidota,anaerobe,1236520.3,1236520
,,,,,,,,2585427887,1236520
,,,,,,,,2585428082,36874
,,,,,,,,36874.13,36874
,,,,,,,,36874.15,36874
12510,,"DSM 23684, ATCC 51270, CCUG 41358, JCM 13863, NCTC 13056, VPI N3B-3",1,Porphyromonas catoniae,Bacteria,Bacteroidota,anaerobe,2558860281,887901
,,,,,,,,887901.3,887901
132059,,"DSM 103022, ATCC 51356, CCUG 41934, JCM 13864, NCTC 12469, VPB 3329",1,Porphyromonas circumdentaria,Bacteria,Bacteroidota,anaerobe,2582581320,29524
,,,,,,,,2828459078,29524
,,,,,,,,29524.4,29524
,,,,,,,,29524.6,29524
152858,,"CCUG 47794, ATCC 55563, JCM 15906",1,Porphyromonas crevioricanis,Bacteria,Bacteroidota,anaerobe,1305617.3,1305617
,,,,,,,,2585428092,393921
,,,,,,,,2606217151,1305617
,,,,,,,,393921.1,393921
132849,,"DSM 104771, AHN 4364, CCUG 47702, JCM 13913, NCTC 12858, VPB 4875",0,Porphyromonas crevioricanis,Bacteria,Bacteroidota,anaerobe,1305618.3,1305618
,,,,,,,,2606217148,1305618
,,,,,,,,2814123398,393921
,,,,,,,,393921.11,393921
12509,HG370,"DSM 24491, ATCC 35406, JCM 8526, NCTC 13058, CCUG 16442, BCRC 14492",1,Porphyromonas endodontalis,Bacteria,Bacteroidota,anaerobe,28124.3,28124
,,,,,,,,28124.79,28124
,,,,,,,,28124.8,28124
,,,,,,,,28124.81,28124
,,,,,,,,28124.82,28124
,,,,,,,,2858648101,28124
,,,,,,,,553175.3,553175
,,,,,,,,643886148,553175
12506,2561,"DSM 20709, ATCC 33277, CIP 103683, JCM 12257, CCUG 25893, CCUG 25928, NCTC 11834",1,Porphyromonas gingivalis,Bacteria,Bacteroidota,anaerobe,2843222565,431947
,,,,,,,,431947.23,431947
,,,,,,,,431947.7,431947
,,,,,,,,642555148,431947
,,,,,,,,837.134,837
