"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,domain,"Oxygen tolerance","INSDC genome accesion","BV-BRC genome accession","IMG genome accession"
131104,EN-562,"DSM 16691, CCM 8661, CCUG 53904, CIP 108489",1,"Enterobacter hormaechei subsp. steigerwaltii",Bacteria,"facultative anaerobe",GCA_001729725,299766.39,2721755484
166452,"GDMCC1.1426, 90008","CCTCC AB 2018174, CNCTC 7648",1,"Enterobacter huaxiensis",Bacteria,"facultative anaerobe",GCA_003594935,2494702.15,8122207346
131083,,"DSM 13645, CCUG 49023, JCM 8580, NIH 1485-79, ATCC BAA-260, CIP 105566, DSM 27110, VTT E-052846",1,"Enterobacter kobei",Bacteria,"facultative anaerobe",GCA_001729765,208224.12,2721755753
,,,,,,,GCA_001940295,208224.15,2916417672
,,,,,,,GCA_018323985,208224.167,8119556542
,,,,,,,GCA_900156385,208224.16,2681812896
,,,,,,,GCA_900185885,208224.21,8037579905
4372,EN-119,"CCUG 51323, DSM 16688, CCM 8602, CIP 108491, KCTC 23921",1,"Enterobacter ludwigii",Bacteria,"facultative anaerobe",GCA_000818595,299767.3,2636415448
132602,,"DSM 28020, CGMCC 1.15707, KACC 17832, KCTC 42694, YIM Hb-3, JCM 19646",1,"Enterobacter mori",Bacteria,"facultative anaerobe",GCA_003606205,1697388.3,8031909282
170910,E13,"DSM 110788, LMG 31764",1,"Enterobacter vonholyi",Bacteria,"facultative anaerobe",GCA_008364555,61645.243,8112070754
133990,L34,"CCM 8433, LMG 27164, DSM 107709",1,"Enterococcus alcedinis",Bacteria,"facultative anaerobe",GCA_014635985,1274384.3,8109707313
,,,,,,,GCA_017874975,1274384.4,2913599697
5270,"E6844, W17","DSM 20679, ATCC 14025, NCDO 2369, NCTC 9938, CCUG 7983, JCM 8722, BCRC 10801, BCRC 14728, CCM 4049, CECT 968, CIP 103019, LMG 10744, NBRC 100477, NCIMB 702369, VKM B-1673, VTT E-97804, IMET 3257",1,"Enterococcus avium",Bacteria,"facultative anaerobe",GCA_000406965,1140002.3,2541047449
,,,,,,,GCA_000407245,1140002.4,2545824652
,,,,,,,GCA_900447655,33945.10,8032361062
5343,,"DSM 17029, CCUG 46666, CIP 108093, LMG 12316, NBRC 100695",1,"Enterococcus canis",Bacteria,"facultative anaerobe",GCA_001544375,1349765.3,2681813000
5276,"20, W 99","DSM 20680, ATCC 25788, CCM 2478, NCDO 2372, NCIB 11449, CCUG 18657, NCTC 12361, JCM 8723, CECT 969, CGMCC 1.9124, CIP 103018, KCTC 3638, LMG 10745, NBRC 100478, NCIMB 11449, NRRL B-3502, VTT E-97775",1,"Enterococcus casseliflavus",Bacteria,"facultative anaerobe",GCA_001544095,1218087.3,2731957559
,,,,,,,GCA_900447665,37734.39,8032481265
5272,"CA 2","DSM 7370, ATCC 49996, CCM 4239, CCUG 30567, CIP 103525, CCM 439",0,"Enterococcus casseliflavus",Bacteria,"facultative anaerobe",GCA_000393915,1158603.3,2558860903
,,,,,,,GCA_000407405,1158603.5,2545824673
5321,"A60, A 60","DSM 20682, ATCC 43198, NCDO 2674, CCUG 27299, JCM 8724, CCM 3659, CECT 4088, CGMCC 1.2139, CIP 103676, KCTC 3642, LMG 12902, NBRC 100674, NCIMB 702674, NCTC 12421, NCFB 2674",1,"Enterococcus cecorum",Bacteria,"facultative anaerobe",GCA_000379745,1121864.3,2515154031
,,,,,,,GCA_000407565,1121864.4,2541047997
,,,,,,,GCA_000492155,1121864.6,2558860907
,,,,,,,GCA_900474605,44008.68,8046206706
5328,,"DSM 7374, ATCC 51263, NCIMB 13013, CCUG 27894, STR 345, CIP 103675, LMG 11740",1,"Enterococcus columbae",Bacteria,"facultative anaerobe",GCA_000373065,1121865.4,2515154086
,,,,,,,GCA_000406925,1121865.3,2541047448
,,,,,,,GCA_000407225,1121865.5,2541047998
140476,ETRF1,"LMG 28312, CCUG 65857",1,"Enterococcus crotali",Bacteria,"facultative anaerobe",GCA_000633635,1453587.3,2579778621
5324,E18-1,"DSM 6630, ATCC 51266, NCFB 2821, NCIMB 13000, CCUG 33309, CIP 103646, CCM 4282",1,"Enterococcus dispar",Bacteria,"facultative anaerobe",GCA_000406945,1139219.3,2541047447
,,,,,,,GCA_000407585,1139219.4,2545824666
166242,63-4,"NCIMB 15178, CCM 8922",1,"Enterococcus dongliensis",Bacteria,"facultative anaerobe",GCA_005405225,2559925.3,2997044615
5278,"98 D, D3","DSM 20633, ATCC 19432, CCM 5612, NCDO 596, NCTC 8307, JCM 8725, BCRC 10790, CCUG 7972, CECT 411, CGMCC 1.2284, CIP 55.125, LMG 10746, LMG 12691, NBRC 100479, NCAIM B.02010, NCIMB 700596, VTT E-97805",1,"Enterococcus durans",Bacteria,"facultative anaerobe",GCA_001544215,1218088.3,2731957564
5292,Tissier,"DSM 20478, ATCC 19433, NCDO 581, NCIB 775, NCTC 775, WDCM 00009, CCUG 19916, JCM 8726, JCM 5803, BCRC 10066, CCM 7000, CECT 481, CGMCC 1.2135, CIP 103015, HAMBI 1711, KCTC 3206, KCTC 3512, LMG 7937, NBIMCC 3360, NBRC 100480, NBRC 100481, NCAIM B.01312, NCIMB 775, VTT E-93203",1,"Enterococcus faecalis",Bacteria,"facultative anaerobe",GCA_000392875,1169286.3,2558860282
,,,,,,,GCA_001544235,1218089.3,2731957565
,,,,,,,GCA_015311765,1351.5783,8112353525
,,,,,,,GCA_900447895,1351.3961,8109060919
5279,Portland,"DSM 2570, ATCC 29212, WDCM 00087, CCUG 9997, NCTC 12697, LMG 8146, JCM 7783, BCRC 10789, CCM 4224, CECT 795, CIP 103214, JCM 2875, KCTC 2011, NBRC 100482, NCAIM B.01881, NCCB 100299, NCCB 90047, NCCB 93062, NCIMB 13280, LMG 8222",0,"Enterococcus faecalis",Bacteria,"facultative anaerobe",GCA_000291565,1201292.3,2519899746
5284,NJ-3,"DSM 12956, ATCC 51299, WDCM 00085, CCUG 34289, CIP 104676, LMG 16216, CCM 4647, WDCM 00152, CECT 8120, NCTC 13379",0,"Enterococcus faecalis",Bacteria,"facultative anaerobe",GCA_000772515,1351.114,2636415664
5301,,"DSM 20477, ATCC 19434, NCDO 942, NCTC 7171, WDCM 00010, CCUG 542, LMG 8149, LMG 11423, CCM 7167, JCM 5804, BCRC 10067, CECT 410, CFBP 4248, CGMCC 1.2136, CIP 103014, HAMBI 1710, JCM 8727, NBRC 100485, NBRC 100486, NCIMB 11508, VTT E-93204",1,"Enterococcus faecium",Bacteria,"facultative anaerobe",GCA_001544255,1218090.3,2731957566
,,,,,,,GCA_026953455,1352.15628,8117022832
,,,,,,,GCA_900447735,1352.4067,2916553101
166174,Gos25-1,"CIP 110956, LMG 29007, NBRC 111461, TISTR 2382",1,"Enterococcus florum",Bacteria,"facultative anaerobe",GCA_004309355,2480627.3,2997040634
5314,"F87/276, PB21","DSM 24841, ATCC 49573, JCM 8728, CCUG 18658, NCTC 12359, NCDO 2313, BCRC 15477, CCM 4054, CECT 970, CGMCC 1.2517, CGMCC 1.9125, CIP 103013, DSM 20628, LMG 13129, NBRC 100675, NCIMB 702313, NCTC 11428, VTT E-97776, LMG 11207",1,"Enterococcus gallinarum",Bacteria,"facultative anaerobe",GCA_001544275,1218091.3,2731957567
,,,,,,,GCA_900447935,1353.41,8032412572
137163,"PB18, LRA 086 10 84","CIP 103692, ATCC 49608, NCDO 2311, NCTC 12360",0,"Enterococcus gallinarum",Bacteria,"facultative anaerobe",GCA_900461195,1353.42,8032401858
5337,PQ1,"DSM 15689, ATCC BAA-350, CCUG 45553, CIP 107662, CCM 7168, NBRC 100696",1,"Enterococcus gilvus",Bacteria,"facultative anaerobe",GCA_000394615,1158614.3,2558860916
,,,,,,,GCA_000407545,1158614.4,2541047999
5316,,"DSM 20160, ATCC 8043, CCM 2423, CCUG 18659, CIP 53.48, CIP 82.112, JCM 8729, LMG 6399, NCDO 1258, NCIMB 6459, WDCM 00089, ATCC 9790, BCRC 11054, BCRC 12496, BCRC 80016, CCUG 1332, CCUG 19917, CECT 279, CECT 294, CECT 302, CFBP 4250, CGMCC 1.2140, HAMBI 1709, HAMBI 644, IAM 1262, IFO 3181, KCTC 2022, KCTC 3616, NBRC 3181, NCCB 46070, NCCB 58005, NCIMB 8123, NCIMB 8191, NCTC 12367, VKM B-2107, VTT E-97046, NCDO 997, NCTC 6459",1,"Enterococcus hirae",Bacteria,"facultative anaerobe",GCA_000271405,768486.3,2521172711
,,,,,,,GCA_000393835,768486.10,2558860905
,,,,,,,GCA_000407425,768486.11,2545824653
,,,,,,,GCA_901482525,1354.212,8117458184
166241,190-7,"NCIMB 15200, CCM 8949",1,"Enterococcus hulanensis",Bacteria,"facultative anaerobe",GCA_005405485,2559929.3,2997007475
5342,"TP 1.5","DSM 15952, CCUG 50447, LMG 22039, CIP 108583",1,"Enterococcus italicus",Bacteria,"facultative anaerobe",GCA_000185365,888064.3,649989943
5362,BT159,"DSM 23655, LMG 25958",1,"Enterococcus lactis",Bacteria,"facultative anaerobe",GCA_015904215,357441.21,8110012363
,,,,,,,GCA_030815165,357441.374,2928549275
5317,6,"DSM 20681, ATCC 43197, NCDO 846, CCUG 30572, CCM 4056, JCM 8730, BCRC 17125, CECT 971, CGMCC 1.2493, CIP 103012, HAMBI 1569, KCTC 3641, LMG 10747, NBRC 100489, NCIMB 700846, NCTC 12365",1,"Enterococcus malodoratus",Bacteria,"facultative anaerobe",GCA_000393875,1158601.3,2558860908
,,,,,,,GCA_000407185,1158601.4,2545824647
,,,,,,,GCA_900447955,71451.7,8117461852
166240,94-2,"NCIMB 15180, CCM 8920, LMG 31180",1,"Enterococcus nangangensis",Bacteria,"facultative anaerobe",GCA_005405245,2559926.3,2997005445
5338,PQ2,"CIP 107663, CCM 7169, NBRC 100697, DSM 15690, ATCC BAA-351, CCUG 45554",1,"Enterococcus pallens",Bacteria,"facultative anaerobe",GCA_000393975,1158607.3,2558860914
,,,,,,,GCA_000407485,1158607.4,2545824667
5335,JLB-1,"CCUG 48923, KCTC 3818, DSM 14726, ATCC BAA-412, CIP 108361, NBRC 100711",1,"Enterococcus phoeniculicola",Bacteria,"facultative anaerobe",GCA_000394035,1158610.3,2558860915
,,,,,,,GCA_000407505,1158610.4,2545824659
164673,241-2-2,"JCM 33833, CCM 8921, LMG 31181, NCIMB 15185",1,"Enterococcus pingfangensis",Bacteria,"facultative anaerobe",GCA_005405205,2559924.3,2997050134
5325,47-16,"CCUG 33310, CIP 103647, DSM 5632, ATCC 49372, NCDO 2138, JCM 8732, CCM 4215, CECT 4075, CGMCC 1.2487, LMG 11426, NBRC 100491, NCFB 2138, NCIMB 13084, VTT E-97811",1,"Enterococcus pseudoavium",Bacteria,"facultative anaerobe",GCA_001544295,1218092.4,2681812974
5326,"1789/79, 1789-79","DSM 5633, ATCC 49427, NCTC 12192, CCUG 29292, CIP 103329, LMG 12888, JCM 8733, NBRC 100492, CCM 4216, CDC 1789-79, NCAIM B.02061, NCIMB 12901, VTT E-97812",1,"Enterococcus raffinosus",Bacteria,"facultative anaerobe",GCA_001544115,1218093.3,2731957560
132142,"strain 1971","DSM 102982, CCM 4630, CCUG 61593, LMG 26678",1,"Enterococcus rotai",Bacteria,"facultative anaerobe",GCA_001465345,118060.4,2687453606
5323,"HF 62","DSM 20726, ATCC 43076, CCUG 27643, CCUG 33311, CIP 103246, JCM 8734, LMG 11427, NBRC 100493, NCDO 2594, NCIMB 702594, CCM 4377, CECT 4309, CGMCC 1.2485, HAMBI 1576, KACC 10783, KCTC 3643",1,"Enterococcus saccharolyticus subsp. saccharolyticus",Bacteria,"facultative anaerobe",GCA_000407005,1139996.3,2541047445
,,,,,,,GCA_000407285,1139996.4,2545824663
133150,VE80,"JCM 31193, CCUG 68827, CCM 8834",1,"Enterococcus saigonensis",Bacteria,"facultative anaerobe",GCA_011397115,1805431.3,2916550272
164674,85-4,"JCM 33834, CCM 8923, LMG 31183, NCIMB 15179",1,"Enterococcus songbeiensis",Bacteria,"facultative anaerobe",GCA_005405265,2559927.3,8018806006
5327,,"CCUG 30571, CCM 4283, NCIMB 13117, DSM 6905, ATCC 49903, CIP 104373, NCDO 2379, MUTK 31, CCUG 33313",1,"Enterococcus sulfureus",Bacteria,"facultative anaerobe",GCA_000407025,1140003.3,2541047450
,,,,,,,GCA_000407605,1140003.4,2545824672
132143,,"DSM 102981, CCM 4629, CCUG 48799, LMG 26676",1,"Enterococcus ureilyticus",Bacteria,"facultative anaerobe",GCA_001730315,1131292.3,8032310619
,,,,,,,GCA_002806915,1131292.4,8032307179
,,,,,,,GCA_016908995,1131292.5,2901250893
5339,"DS 1390-83, Johnson 2757, SS1503","DSM 15688, ATCC 700913, CCUG 43229, CIP 107172, NCIMB 13634",0,"Enterococcus villorum",Bacteria,"facultative anaerobe",GCA_000393935,1158604.3,2558860910
,,,,,,,GCA_000407205,1158604.4,2545824674
158309,MN05,"DSM 104047, CGMCC 1.15942",1,"Enterococcus wangshanyuanii",Bacteria,"facultative anaerobe",GCA_002197645,2005703.3,2765235978
,,,,,,,GCA_014644255,2005703.8,8113202216
166112,A649,"CBAS 716, CBRVS P1061",1,"Enterovibrio baiacu",Bacteria,"facultative anaerobe",GCA_004120195,2491023.3,2881972992
,,,,,,,GCA_014863865,2491023.5,8118909430
17215,"RE35/F12, RE35F12","DSM 14347, ATCC BAA-606, CCUG 48319 B, CECT 7414, CIP 107077, CCUG 48319",1,"Enterovibrio calviensis",Bacteria,"facultative anaerobe",GCA_000621165,1121867.3,2556921009
17218,,"DSM 22720, CAIM 661, CECT 7320, DAl 1-1-5",1,"Enterovibrio nigricans",Bacteria,"facultative anaerobe",GCA_002835505,504469.3,2834490561
,,,,,,,GCA_900167155,1121868.4,2568526010
17216,R-3710,"DSM 15893, LMG 19839, CCUG 47417, CAIM 430, CIP 108237",1,"Enterovibrio norvegicus",Bacteria,"facultative anaerobe",GCA_900115495,1121869.4,2599185265
132372,SW014,"DSM 25033, KCTC 42425, MCCC 1K00500, CAIM 1920, JCM 17855",1,"Veronia pacifica",Bacteria,"facultative anaerobe",GCA_001707825,1080227.5,2791354993
168558,QZS01,"CGMCC 1.13498, KCTC 62495",1,"Entomomonas moraniae",Bacteria,"facultative anaerobe",GCA_003991975,2213226.3,2870361953
23549,PB3-7B,"DSM 25520, NCAIM B 02512",1,"Eoetvoesiella caeni",Bacteria,"facultative anaerobe",GCA_003315175,645616.3,2770939557
,,,,,,,GCA_022688825,645616.5,8117091712
164343,F02,"JCM 32722, FBCC 500047, KCTC 62567",1,"Ephemeroptericola cinctiostellae",Bacteria,"facultative anaerobe",GCA_003339525,2268024.3,2848339753
230,M1832/95/2,"CIP 106310, ATCC BAA-57, CCM 4939, DSM 15696, CCUG 38207",1,"Eremococcus coleocola",Bacteria,"facultative anaerobe",GCA_000428865,1121871.3,2524614563
4403,X001,"DSM 19347, IAM 14479, JCM 21238, CFBP 6829, CIP 106296, LMG 24877, NBRC 102417",1,"Erwinia aphidicola",Bacteria,"facultative anaerobe",GCA_014773485,68334.5,8110801127
4402,"HK 204, 9108-82","DSM 19328, ATCC 35998, CDC 9108-82, IAM 12843, JCM 3704, AJ 2716, CFBP 3622, CIP 105199, ICMP 12532, LMG 11254, NBRC 102418, NCIMB 13181, NCPPB 3774",1,"Erwinia persicina",Bacteria,"facultative anaerobe",GCA_001571305,1219360.3,2731957625
4404,,"DSM 26166, CECT 7348, CFBP 5888, IVIA 2057.5",1,"Erwinia piriflorinigrans",Bacteria,"facultative anaerobe",GCA_001050515,1161919.3,2630968383
4397,,"DSM 17597, LMG 7039, NCPPB 3555, IBSBF 435, PDDCC 8426, CIP 105200, CFBP 3627, ICMP 8426",1,"Erwinia psidii",Bacteria,"facultative anaerobe",GCA_003846135,69224.3,2898987143
5372,"02-143, MF-EP02","DSM 15511, CIP 107935",1,"Erysipelothrix inopinata",Bacteria,"facultative anaerobe",GCA_014396165,225084.5,2894492305
5367,,"DSM 5055, ATCC 19414, NCTC 8163, CCUG 221, CIP 105957",1,"Erysipelothrix rhusiopathiae",Bacteria,"facultative anaerobe",GCA_000160815,525280.3,2562617150
,,,,,,,GCA_900637845,1648.245,2836765118
5371,T-305,"DSM 14972, ATCC 43339, CCUG 31352, CIP 105960, JCM 8533",1,"Erysipelothrix tonsillarum",Bacteria,"facultative anaerobe",GCA_000373785,1121874.3,2515154211
4932,19982,"DSM 17582, CCUG 46494, CIP 107988, LMG 20976, CCM 7160, JCM 17328, CIP 107-988, NBRC 107761",1,"Escherichia albertii",Bacteria,"facultative anaerobe",GCA_000759775,1115511.3,2602041909
,,,,,,,GCA_022833075,1115511.6,8116685397
4907,"U5/41, U 5/41","DSM 30083, ATCC 11775, CCM 5172, CIP 54.8, IAM 12119, JCM 1649, NCDO 1989, NCTC 9001, WDCM 00090, BCRC 10675, CCUG 24, CCUG 29300, CECT 515, CGMCC 1.2993, KCTC 2441, LMG 2092, NBRC 102203, NCIMB 11943, VTT E-94564, UCCCB113, WDCM 00155",1,"Escherichia coli",Bacteria,"facultative anaerobe",GCA_000613265,866789.5,2574180325
,,,,,,,GCA_000690815,866789.6,2528311135
,,,,,,,GCA_000734955,866789.7,2588253787
,,,,,,,GCA_003697165,866789.18,2897341779
4409,,"DSM 301, ATCC 4157, CIP 61.11, NCIB 86, NCTC 86",0,"Escherichia coli",Bacteria,"facultative anaerobe",GCA_900699165,562.48255,8012053150
4433,"Crooks, Crookes","DSM 1576, ATCC 8739, NCIB 8545, WDCM 00012, CCUG 10979, CIP 53.126, NCTC 12923, CCM 4517, NCDO 904, NCIMB 8545, LMG 8063, CECT 516, IFO 3972, NBRC 3972, CMCC (B) 44102",0,"Escherichia coli",Bacteria,"facultative anaerobe",GCA_000019385,481805.6,641522623
,,,,,,,GCA_003591595,481805.41,3008010078
4484,"K12 DH1, DH1","DSM 4235, ATCC 33849, NCIB 12045, CIP 104745",0,"Escherichia coli",Bacteria,"facultative anaerobe",GCA_000023365,536056.3,646862325
,,,,,,,GCA_000270105,536056.19,651053020
4507,C,"DSM 4860, ATCC 13706, NCIB 10544, CCUG 48888, CIP 104337, ATCC 25312, NCIMB 12416",0,"Escherichia coli",Bacteria,"facultative anaerobe",GCA_002079225,498388.3,2913137851
,,,,,,,GCA_003287245,562.30430,2875683775
4900,E81186,"DSM 17076, NCTC 12900, JCM 18426, ATCC 700728, CCM 4787, CECT 4972, CIP 110281, LMG 21756, LMG 21763, NCIMB 14487, NCIMB 50139, VTT E-011782, WDCM 00014",0,"Escherichia coli",Bacteria,"facultative anaerobe",GCA_000335055,1051353.3,2537561605
,,,,,,,GCA_000614425,1236522.3,2585427868
139392,B,"CIP 54.125, NCTC 10537, NCIMB 9484",0,"Escherichia coli",Bacteria,"facultative anaerobe",GCA_900636305,562.39540,2969508542
139463,Canioni,"CIP 62.24, NCTC 8623, CCUG 11424",0,"Escherichia coli",Bacteria,"facultative anaerobe",GCA_900636175,562.39532,2870469529
145680,B1409-C1,"CCUG 29199, ATCC 43889, CIP 106324",0,"Escherichia coli",Bacteria,"facultative anaerobe",GCA_000172055,478007.5,641736226
172325,"EDL 931","CIP 103571, ATCC 35150",0,"Escherichia coli",Bacteria,"facultative anaerobe",GCA_000473725,1389955.3,2585427710
4930,568-73,"DSM 13698, ATCC 35469, CDC 0568-73, CCUG 18766, JCM 21226, CIP 103357, CIP 104947, IAM 14443, LMG 7866, NBRC 102419, NCTC 12128",1,"Escherichia fergusonii",Bacteria,"facultative anaerobe",GCA_000026225,585054.5,643692022
,,,,,,,GCA_020097475,564.206,8120691386
,,,,,,,GCA_900450565,564.28,8117503729
4927,980-72,"DSM 4560, ATCC 33650, CIP 103176, CCUG 15714, CDC 980-72, JCM 1473, BCRC 13982, CGMCC 1.3439, CGMCC 1.6766, HAMBI 1693, LMG 7867, NBRC 105704, NCTC 12129",1,"Escherichia hermannii",Bacteria,"facultative anaerobe",GCA_000248015,1115512.3,2514752030
,,,,,,,GCA_016027855,565.17,8064422550
,,,,,,,GCA_900635495,565.8,8117498504
4933,1468-78,"CCUG 14506, NCTC 12157, LMG 7869, CECT 859, CCM 4555, JCM 5911, DSM 4580, ATCC 33852, CIP 81.94, NRRL B-24919, CDC 1468-78, JCM 32812, GTC 1277, ICMP 15665",1,"Ewingella americana",Bacteria,"facultative anaerobe",GCA_000735345,910964.7,2588253786
,,,,,,,GCA_008693045,41202.12,8062868937
,,,,,,,GCA_900451015,41202.9,8117482133
18110,TF-16,"DSM 16306, KCTC 19035, CCUG 55590, CIP 108732, DSM 10306",1,"Exiguobacterium aestuarii",Bacteria,"facultative anaerobe",GCA_025234735,273527.8,8047746769
24783,12/1,"DSM 21148, CCM 8459",1,"Exiguobacterium alkaliphilum",Bacteria,"facultative anaerobe",GCA_000714435,506480.4,2585427936
18107,H2,"DSM 14480, CIP 107163, KCTC 3809, CCUG 47137",1,"Exiguobacterium antarcticum",Bacteria,"facultative anaerobe",GCA_000685865,1397700.3,2563366501
133762,IMTB-3094,"MTCC 10958, JCM 17977",1,"Exiguobacterium mexicanum",Bacteria,"facultative anaerobe",GCA_025234795,1038855.4,8047749894
18118,9AN,"CCUG 55489 A, DSM 16484, CIP 108858",1,"Exiguobacterium artemiae",Bacteria,"facultative anaerobe",GCA_025234645,340145.4,8116514315
18111,TF-80,"DSM 16307, KCTC 19036, CIP 108731",1,"Exiguobacterium marinum",Bacteria,"facultative anaerobe",GCA_000620845,1397696.3,2558860114
18115,T-2-2,"DSM 17272, JCM 12280, NCIMB 13980, CCUG 51936, CIP 108684, CIP 108634",1,"Exiguobacterium oxidotolerans",Bacteria,"facultative anaerobe",GCA_000702625,1397699.3,2562617200
18119,10c,"DSM 17289, CCUG 50949, CNCM I-2962",1,"Exiguobacterium profundum",Bacteria,"facultative anaerobe",GCA_025234635,307643.10,8116517699
18116,255-15,"CCUG 55495, DSM 17290, CIP 109462, JCM 13490",1,"Exiguobacterium artemiae",Bacteria,"facultative anaerobe",GCA_000019905,262543.8,641522626
18108,L2,"CCUG 47136, DSM 14481, CIP 107162, KCTC 3810",1,"Exiguobacterium undae",Bacteria,"facultative anaerobe",GCA_000620805,1397693.3,2556921110
,,,,,,,GCA_001650325,169177.4,2831332355
138280,,"CIP 105962, CCUG 36813, CCM 4931",1,"Facklamia hominis",Bacteria,"facultative anaerobe",GCA_000301035,883111.3,2531839288
137693,164/97,"CCM 4932, CIP 105583, CCUG 37419, ATCC 700631",1,"Facklamia ignava",Bacteria,"facultative anaerobe",GCA_000301055,883112.3,2531839287
138281,1144-97,"CCM 4946, CIP 105964, CCUG 37842",1,"Facklamia languida",Bacteria,"facultative anaerobe",GCA_000245795,883113.3,2513237358
132842,"strain A/G13/99/2","ATCC BAA-466, DSM 104273, CCUG 42728, CIP 106764",1,"Facklamia miroungae",Bacteria,"facultative anaerobe",GCA_012396555,120956.4,8117609265
,,,,,,,GCA_900100775,120956.3,2675903695
132843,M13582,"DSM 104271, CIP 105940, CCUG 28783 A, ATCC 700629, LMG 18982, Str 2/84, CCUG 28783A",1,"Facklamia sourekii",Bacteria,"facultative anaerobe",GCA_000518205,1408438.3,2545555869
3043,,"DSM 15829, ATCC BAA-55, CCUG 38953, CIP 106431, KCTC 15240",1,"Fannyhessea vaginae",Bacteria,"facultative anaerobe",GCA_000159235,525256.4,2562617091
,,,,,,,GCA_000178335,525256.5,648276620
,,,,,,,GCA_016026575,82135.84,8063864140
140144,ING2-E5B,"DSM 28696, CECT 8609, LMG 28429",1,"Fermentimonas caenicola",Bacteria,"facultative anaerobe",GCA_000953535,1562970.5,2645727949
5455,A4D-4,"DSM 16917, CIP 109004, MBIC 06480, NBRC 102583",1,"Ferrimonas marina",Bacteria,"facultative anaerobe",GCA_900129905,299255.3,2588254304
24008,JYr13,"DSM 23317, LMG 25564, JCM 17552",1,"Ferrimonas sediminum",Bacteria,"facultative anaerobe",GCA_900100175,718193.3,2634166324
5458,P2S11,"DSM 18821, ATCC BAA-1480",1,"Ferrimonas senticii",Bacteria,"facultative anaerobe",GCA_000422665,1121880.3,2523533614
166235,WD2A32,"KCTC 52888, MCCC 1H00201",1,"Ferruginivarius sediminum",Bacteria,"facultative anaerobe",GCA_003344765,2661937.6,2881447080
3835,,"DSM 22563, CCUG 58136, BUZ 2",1,"Fibrella aestuarina",Bacteria,"facultative anaerobe",GCA_000331105,1166018.3,2561511197
158767,GDSW-R2A3,"VTCC B-910015, CCM 8782",1,"Fictibacillus aquaticus",Bacteria,"facultative anaerobe",GCA_002245695,2021314.3,2788500376
1245,ZFHKF-1,"DSM 17262, JCM 13285, CIP 109160, NCIMB 14300",1,"Fictibacillus macauensis",Bacteria,"facultative anaerobe",GCA_000269865,1196324.3,2524023182
1285,YC1,"DSM 25243, CGMCC 1.6854, KCTC 13181, JCM 14863, BCRC 80435",1,"Fictibacillus solisalsi",Bacteria,"facultative anaerobe",GCA_900103485,459525.17,2619618871
23525,H5,"DSM 24315, CICC 10486",1,"Flaviflexus huanghaiensis",Bacteria,"facultative anaerobe",GCA_014118685,1111473.3,2995106822
14040,1-19,"DSM 19083, CGMCC 1.3457, CIP 109015, JCM 12547",1,"Flavimobilis marinus",Bacteria,"facultative anaerobe",GCA_014653315,285351.5,8062914188
,,,,,,,GCA_900113055,285351.4,2622736429
132986,TMd3a3,"DSM 100880, JCM 30987, BCRC 81042",1,"Flavobacterium aquicola",Bacteria,"facultative anaerobe",GCA_003385115,1682742.3,2739367662
133522,LM5,"CGMCC 1.7031, NBRC 104239, CIP 110388",1,"Flavobacterium caeni",Bacteria,"facultative anaerobe",GCA_900101895,490189.4,2596583574
