sample name	collection date	geographic location (latitude and longitude)	elevation, meters	depth, meters	soil horizon	temperature	collection time, GMT	sample collection device	pH	sample linkage	mean annual precipitation	mean annual temperature	geographic location (country and/or sea,region)	broad-scale environmental context	local environmental context	ecosystem_type	ecosystem_subtype	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Analysis Project Type	GOLD Study ID	Genome Size  * assembled	Gene Count  * assembled	MetaBAT Bin Count  * assembled	dnaSampleID
GUAN_006-M-20230906-COMP	2023-09-06	17.963818 -66.875667	98.9	0 - 0.3	M horizon	28.7 degree Celsius	16:56:00	probe	7.81	composite: GUAN_006-M-23-20230906	840 mm	23 Cel	USA: PR, Guanica Municipio County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico - GUAN_006-M-20230906-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082220	Metagenome Analysis	Gs0166454	2340510683	4136913	10	GUAN_006-M-20230906-COMP-DNA1
GUAN_007-M-20230831-COMP	2023-08-31	17.972832 -66.857711	172.4	0 - 0.3	M horizon	28.5 degree Celsius	14:57:00	probe	7.655423281	composite: GUAN_007-M-23-20230831,GUAN_007-M-21-20230831,GUAN_007-M-39-20230831	840 mm	23 Cel	USA: PR, Guanica Municipio County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Barina, Yauco, Puerto Rico - GUAN_007-M-20230831-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082235	Metagenome Analysis	Gs0166454	2213053002	3789966	0	GUAN_007-M-20230831-COMP-DNA1
GUAN_042-M-20230905-COMP	2023-09-05	17.970725 -66.863969	144.8	0 - 0.3	M horizon	27.8 degree Celsius	14:30:00	probe	7.616273783	composite: GUAN_042-M-39-20230905,GUAN_042-M-21-20230905,GUAN_042-M-41-20230905	840 mm	23 Cel	USA: PR, Guanica Municipio County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico - GUAN_042-M-20230905-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082224	Metagenome Analysis	Gs0166454	2257181124	3836670	0	GUAN_042-M-20230905-COMP-DNA1
GUAN_043-M-20230904-COMP	2023-09-04	17.968869 -66.867682	113.5	0 - 0.3	M horizon	28 degree Celsius	14:32:00	probe	7.93	composite: GUAN_043-M-21-20230904	840 mm	23 Cel	USA: PR, Guanica Municipio County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico - GUAN_043-M-20230904-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079551	Metagenome Analysis	Gs0166454	1614695110	2640903	12	GUAN_043-M-20230904-COMP-DNA1
GUAN_048-M-20230906-COMP	2023-09-06	17.96911 -66.864276	130.1	0 - 0.3	M horizon	27.4 degree Celsius	13:52:00	probe	7.718516476	composite: GUAN_048-M-39-20230906,GUAN_048-M-41-20230906,GUAN_048-M-21-20230906	840 mm	23 Cel	USA: PR, Guanica Municipio County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico - GUAN_048-M-20230906-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080039	Metagenome Analysis	Gs0166454	389216897	669429	0	GUAN_048-M-20230906-COMP-DNA1
GUAN_049-M-20230906-COMP	2023-09-06	17.967743 -66.864301	122.4	0 - 0.23	M horizon	27.7 degree Celsius	12:15:00	probe	7.70108437	composite: GUAN_049-M-41-20230906,GUAN_049-M-39-20230906,GUAN_049-M-23-20230906	840 mm	23 Cel	USA: PR, Guanica Municipio County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico - GUAN_049-M-20230906-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082223	Metagenome Analysis	Gs0166454	2493304402	4184146	0	GUAN_049-M-20230906-COMP-DNA1
KONZ_001-M-20230802-COMP	2023-08-02	39.075067 -96.555874	437.8	0 - 0.17	M horizon	26.3 degree Celsius	17:02:00	auger	6.141807088	composite: KONZ_001-M-21-20230802,KONZ_001-M-39-20230802,KONZ_001-M-23-20230802	870 mm	12.4 Cel	USA: KS, Riley County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_001-M-20230802-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079547	Metagenome Analysis	Gs0166454	1611548528	2805931	12	KONZ_001-M-20230802-COMP-DNA1
KONZ_003-M-20230803-COMP	2023-08-03	39.088076 -96.570347	404.2	0 - 0.28	M horizon	26.6 degree Celsius	14:20:00	auger	6.996483055	composite: KONZ_003-M-23-20230803,KONZ_003-M-41-20230803,KONZ_003-M-21-20230803	870 mm	12.4 Cel	USA: KS, Riley County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_003-M-20230803-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079535	Metagenome Analysis	Gs0166454	1042638812	1859790	5	KONZ_003-M-20230803-COMP-DNA1
KONZ_004-M-20230801-COMP	2023-08-01	39.110568 -96.550145	374.5	0 - 0.3	M horizon	23.9 degree Celsius	13:20:00	auger	7.726303987	composite: KONZ_004-M-41-20230801,KONZ_004-M-23-20230801,KONZ_004-M-21-20230801	870 mm	12.4 Cel	USA: KS, Riley County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_004-M-20230801-COMP-DNA2 (version 2)	DOE Joint Genome Institute  (JGI)	3300082511	Metagenome Analysis	Gs0166454	1765100695	2876661	16	KONZ_004-M-20230801-COMP-DNA2
KONZ_005-M-20230803-COMP	2023-08-03	39.082563 -96.566704	424	0 - 0.188	M horizon	27.3 degree Celsius	16:43:00	auger	6.4847002	composite: KONZ_005-M-23-20230803,KONZ_005-M-41-20230803,KONZ_005-M-39-20230803	870 mm	12.4 Cel	USA: KS, Riley County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_005-M-20230803-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080034	Metagenome Analysis	Gs0166454	2319380166	3956087	12	KONZ_005-M-20230803-COMP-DNA1
KONZ_042-M-20230731-COMP	2023-07-31	39.09957 -96.564404	401.2	0 - 0.29	M horizon	24.7 degree Celsius	17:25:00	auger	6.410464182	composite: KONZ_042-M-41-20230731,KONZ_042-M-21-20230731,KONZ_042-M-23-20230731	870 mm	12.4 Cel	USA: KS, Riley County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_042-M-20230731-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080035	Metagenome Analysis	Gs0166454	2433805633	4077358	15	KONZ_042-M-20230731-COMP-DNA1
KONZ_043-M-20230731-COMP	2023-07-31	39.102192 -96.56118	405.4	0 - 0.195	M horizon	24.2 degree Celsius	16:46:00	auger	6.639017146	composite: KONZ_043-M-41-20230731,KONZ_043-M-23-20230731,KONZ_043-M-21-20230731	870 mm	12.4 Cel	USA: KS, Riley County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_043-M-20230731-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080036	Metagenome Analysis	Gs0166454	2765547368	4475056	26	KONZ_043-M-20230731-COMP-DNA1
KONZ_045-M-20230731-COMP	2023-07-31	39.103827 -96.561811	392.1	0 - 0.225	M horizon	24.5 degree Celsius	14:56:00	auger	7.220590653	composite: KONZ_045-M-39-20230731,KONZ_045-M-41-20230731,KONZ_045-M-21-20230731	870 mm	12.4 Cel	USA: KS, Riley County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_045-M-20230731-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080037	Metagenome Analysis	Gs0166454	2982686512	4930388	12	KONZ_045-M-20230731-COMP-DNA1
NIWO_001-M-20230726-COMP	2023-07-26	40.042345 -105.558975	3213.5	0 - 0.19	M horizon	13.2 degree Celsius	17:15:00	auger	4.29	composite: NIWO_001-M-21-20230726	1005 mm	0.3 Cel	USA: CO, Boulder County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA - NIWO_001-M-20230726-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082215	Metagenome Analysis	Gs0166454	3586425335	5878166	0	NIWO_001-M-20230726-COMP-DNA1
NIWO_001-O-20230726-COMP	2023-07-26	40.042345 -105.558975	3213.5	0 - 0.054	O horizon	11.1 degree Celsius	17:44:00	brownie cutter	4.865554707	composite: NIWO_001-O-39-20230726,NIWO_001-O-41-20230726	1005 mm	0.3 Cel	USA: CO, Boulder County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA - NIWO_001-O-20230726-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082526	Metagenome Analysis	Gs0166454	1394815731	2302781	0	NIWO_001-O-20230726-COMP-DNA1
NIWO_002-O-20230726-COMP	2023-07-26	40.041058 -105.547043	3059.6	0 - 0.094	O horizon	11.5 degree Celsius	15:54:00	brownie cutter	4.500478293	composite: NIWO_002-O-41-20230726,NIWO_002-O-39-20230726,NIWO_002-O-21-20230726	1005 mm	0.3 Cel	USA: CO, Boulder County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA - NIWO_002-O-20230726-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082525	Metagenome Analysis	Gs0166454	2117508221	3457228	0	NIWO_002-O-20230726-COMP-DNA1
NIWO_003-M-20230726-COMP	2023-07-26	40.051247 -105.565041	3494.9	0 - 0.21	M horizon	15.2 degree Celsius	17:21:00	auger	5.652831282	composite: NIWO_003-M-41-20230726,NIWO_003-M-21-20230726,NIWO_003-M-23-20230726	1005 mm	0.3 Cel	USA: CO, Boulder County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA - NIWO_003-M-20230726-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082214	Metagenome Analysis	Gs0166454	2234783952	3757841	0	NIWO_003-M-20230726-COMP-DNA1
NIWO_004-M-20230724-COMP	2023-07-24	40.043059 -105.581501	3312.5	0 - 0.29	M horizon	17 degree Celsius	20:05:00	auger	5.116209932	composite: NIWO_004-M-23-20230724,NIWO_004-M-39-20230724,NIWO_004-M-41-20230724	1005 mm	0.3 Cel	USA: CO, Boulder County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA - NIWO_004-M-20230724-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082200	Metagenome Analysis	Gs0166454	2416697738	4046215	0	NIWO_004-M-20230724-COMP-DNA1
NIWO_005-M-20230726-COMP	2023-07-26	40.043663 -105.569904	3284.7	0 - 0.19	M horizon	21.9 degree Celsius	19:51:00	auger	5.38	composite: NIWO_005-M-23-20230726	1005 mm	0.3 Cel	USA: CO, Boulder County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA - NIWO_005-M-20230726-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082524	Metagenome Analysis	Gs0166454	1447429081	2428548	0	NIWO_005-M-20230726-COMP-DNA1
NIWO_005-O-20230726-COMP	2023-07-26	40.043663 -105.569904	3284.7	0 - 0.093	O horizon	15.8 degree Celsius	20:07:00	brownie cutter	4.922020246	composite: NIWO_005-O-41-20230726,NIWO_005-O-39-20230726	1005 mm	0.3 Cel	USA: CO, Boulder County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA - NIWO_005-O-20230726-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082538	Metagenome Analysis	Gs0166454	1815081938	2991916	0	NIWO_005-O-20230726-COMP-DNA1
NIWO_006-M-20230726-COMP	2023-07-26	40.055052 -105.561551	3469.3	0 - 0.175	M horizon	12.2 degree Celsius	15:49:00	auger	5.058830336	composite: NIWO_006-M-41-20230726,NIWO_006-M-39-20230726,NIWO_006-M-23-20230726	1005 mm	0.3 Cel	USA: CO, Boulder County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA - NIWO_006-M-20230726-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082523	Metagenome Analysis	Gs0166454	1272145294	2146395	0	NIWO_006-M-20230726-COMP-DNA1
NIWO_040-M-20230724-COMP	2023-07-24	40.046544 -105.58471	3365.1	0 - 0.3	M horizon	11.7 degree Celsius	17:34:00	auger	4.77	composite: NIWO_040-M-21-20230724	1005 mm	0.3 Cel	USA: CO, Boulder County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA - NIWO_040-M-20230724-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082193	Metagenome Analysis	Gs0166454	3022628789	4903051	0	NIWO_040-M-20230724-COMP-DNA1
NIWO_040-O-20230724-COMP	2023-07-24	40.046544 -105.58471	3365.1	0 - 0.108	O horizon	9.6 degree Celsius	18:19:00	brownie cutter	4.890826959	composite: NIWO_040-O-39-20230724,NIWO_040-O-23-20230724	1005 mm	0.3 Cel	USA: CO, Boulder County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA - NIWO_040-O-20230724-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082514	Metagenome Analysis	Gs0166454	1437216093	2258760	0	NIWO_040-O-20230724-COMP-DNA1
NIWO_041-M-20230724-COMP	2023-07-24	40.05035 -105.582964	3425.4	0 - 0.167	M horizon	15.6 degree Celsius	17:58:00	auger	5.543275869	composite: NIWO_041-M-21-20230724,NIWO_041-M-39-20230724,NIWO_041-M-23-20230724	1005 mm	0.3 Cel	USA: CO, Boulder County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA - NIWO_041-M-20230724-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082537	Metagenome Analysis	Gs0166454	1470997450	2535441	0	NIWO_041-M-20230724-COMP-DNA1
NIWO_042-M-20230724-COMP	2023-07-24	40.04845 -105.584355	3412.5	0 - 0.193	M horizon	13.9 degree Celsius	16:03:00	auger	5.075550341	composite: NIWO_042-M-23-20230724,NIWO_042-M-41-20230724,NIWO_042-M-39-20230724	1005 mm	0.3 Cel	USA: CO, Boulder County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA - NIWO_042-M-20230724-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082192	Metagenome Analysis	Gs0166454	3213631410	5318279	0	NIWO_042-M-20230724-COMP-DNA1
NIWO_043-M-20230724-COMP	2023-07-24	40.05465 -105.586515	3540.9	0 - 0.122	M horizon	16.9 degree Celsius	16:45:00	auger	5.2544431640000004	composite: NIWO_043-M-41-20230724,NIWO_043-M-23-20230724,NIWO_043-M-39-20230724	1005 mm	0.3 Cel	USA: CO, Boulder County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA - NIWO_043-M-20230724-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082513	Metagenome Analysis	Gs0166454	1841216558	3044026	14	NIWO_043-M-20230724-COMP-DNA1
OAES_001-M-20230515-COMP	2023-05-15	35.412699 -99.058259	515.1	0 - 0.31	M horizon	21.6 degree Celsius	20:16:00	auger	7.42149018	composite: OAES_001-M-21-20230515,OAES_001-M-41-20230515,OAES_001-M-39-20230515	779 mm	15.5 Cel	USA: OK, Washita County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Marvin Klemme Range Research Station NEON Field site, Clinton, Oklahoma, USA - OAES_001-M-20230515-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082210	Metagenome Analysis	Gs0166454	2980461886	5066787	0	OAES_001-M-20230515-COMP-DNA1
OAES_002-M-20230516-COMP	2023-05-16	35.419716 -99.052304	521.6	0 - 0.315	M horizon	16.2 degree Celsius	14:58:00	auger	7.435423281	composite: OAES_002-M-23-20230516,OAES_002-M-41-20230516,OAES_002-M-39-20230516	779 mm	15.5 Cel	USA: OK, Washita County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Marvin Klemme Range Research Station NEON Field site, Clinton, Oklahoma, USA - OAES_002-M-20230516-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082531	Metagenome Analysis	Gs0166454	1578948802	2742512	0	OAES_002-M-20230516-COMP-DNA1
OAES_003-M-20230516-COMP	2023-05-16	35.412139 -99.069792	510.5	0 - 0.3	M horizon	23.5 degree Celsius	20:49:00	auger	7.025212767	composite: OAES_003-M-39-20230516,OAES_003-M-41-20230516,OAES_003-M-21-20230516	779 mm	15.5 Cel	USA: OK, Washita County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OAES_004-M-20230516-COMP	2023-05-16	35.41213 -99.085338	507.5	0 - 0.32	M horizon	21.4 degree Celsius	21:03:00	auger	7.316530227	composite: OAES_004-M-23-20230516,OAES_004-M-39-20230516,OAES_004-M-21-20230516	779 mm	15.5 Cel	USA: OK, Washita County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Marvin Klemme Range Research Station NEON Field site, Clinton, Oklahoma, USA - OAES_004-M-20230516-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082203	Metagenome Analysis	Gs0166454	2347091258	3961442	0	OAES_004-M-20230516-COMP-DNA1
OAES_009-M-20230516-COMP	2023-05-16	35.420795 -99.050317	515.5	0 - 0.315	M horizon	19.2 degree Celsius	18:31:00	auger	7.48837206	composite: OAES_009-M-21-20230516,OAES_009-M-23-20230516,OAES_009-M-39-20230516	779 mm	15.5 Cel	USA: OK, Washita County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Marvin Klemme Range Research Station NEON Field site, Clinton, Oklahoma, USA - OAES_009-M-20230516-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082530	Metagenome Analysis	Gs0166454	1334968972	2394865	0	OAES_009-M-20230516-COMP-DNA1
OAES_042-M-20230515-COMP	2023-05-15	35.408887 -99.056266	519.8	0 - 0.19	M horizon	21.9 degree Celsius	20:38:00	auger	7.30973455	composite: OAES_042-M-39-20230515,OAES_042-M-23-20230515,OAES_042-M-21-20230515	779 mm	15.5 Cel	USA: OK, Washita County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Marvin Klemme Range Research Station NEON Field site, Clinton, Oklahoma, USA - OAES_042-M-20230515-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079553	Metagenome Analysis	Gs0166454	596582668	1044177	3	OAES_042-M-20230515-COMP-DNA1
OAES_043-M-20230515-COMP	2023-05-15	35.405108 -99.058568	514.2	0 - 0.25	M horizon	21.8 degree Celsius	21:35:00	auger	7.151155897	composite: OAES_043-M-21-20230515,OAES_043-M-23-20230515,OAES_043-M-41-20230515	779 mm	15.5 Cel	USA: OK, Washita County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OAES_044-M-20230516-COMP	2023-05-16	35.404309 -99.059225	510.5	0 - 0.3	M horizon	18.4 degree Celsius	15:09:00	auger	6.521312415	composite: OAES_044-M-23-20230516,OAES_044-M-21-20230516,OAES_044-M-41-20230516	779 mm	15.5 Cel	USA: OK, Washita County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OAES_045-M-20230516-COMP	2023-05-16	35.410788 -99.057569	517.9	0 - 0.31	M horizon	19.1 degree Celsius	17:47:00	auger	7.315213171	composite: OAES_045-M-39-20230516,OAES_045-M-41-20230516,OAES_045-M-21-20230516	779 mm	15.5 Cel	USA: OK, Washita County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OSBS_003-M-20230710-COMP	2023-07-10	29.694993 -81.947419	31.7	0 - 0.31	M horizon	26.6 degree Celsius	16:42:00	auger	4.727178491	composite: OSBS_003-M-39-20230710,OSBS_003-M-21-20230710,OSBS_003-M-23-20230710	1302 mm	20.9 Cel	USA: FL, Putnam County	subtropical broadleaf forest biome [ENVO:01000201]	area of deciduous forest [ENVO:01000816]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_003-M-20230710-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080097	Metagenome Analysis	Gs0166454	3342336030	5489842	14	OSBS_003-M-20230710-COMP-DNA1
OSBS_005-M-20230711-COMP	2023-07-11	29.696568 -82.02558	28.8	0 - 0.29	M horizon	24.2 degree Celsius	13:11:00	auger	3.84	composite: OSBS_005-M-23-20230711	1302 mm	20.9 Cel	USA: FL, Putnam County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_005-M-20230711-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080032	Metagenome Analysis	Gs0166454	3329925686	4995309	49	OSBS_005-M-20230711-COMP-DNA1
OSBS_005-O-20230711-COMP	2023-07-11	29.696568 -82.02558	28.8	0 - 0.3	O horizon	25.4 degree Celsius	14:10:00	brownie cutter	3.637128105	composite: OSBS_005-O-39-20230711,OSBS_005-O-41-20230711	1302 mm	20.9 Cel	USA: FL, Putnam County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_005-O-20230711-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079534	Metagenome Analysis	Gs0166454	1652547844	2517011	32	OSBS_005-O-20230711-COMP-DNA1
