"","accession","checkm2_completeness","checkm2_contamination","checkm_completeness","checkm_contamination","gc_percentage","genome_size","gtdb_representative","gtdb_taxonomy","Domain","Phylum","Class","Order","Family","Genus","Species","ncbi_assembly_level","ncbi_country","ncbi_genbank_assembly_accession","ncbi_genome_category","ncbi_isolation_source","ncbi_refseq_category","ncbi_species_taxid","ncbi_taxid","Oxygen.tolerance","Oxygen2"
"5190","RS_GCF_001436455.1",99.95,0.14,98.83,0,34.3298689314751,1610627,TRUE,"Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus jensenii","Scaffold","none","GCA_001436455.1","none","vaginal discharge","na",109790,1423762,"anaerobe","anaerobic"
"5191","RS_GCF_002000055.1",98.31,0.04,98.55,1.93,48.1151106687796,3989979,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Marinicellaceae;Marinicella;Marinicella sediminis","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Marinicellaceae","Marinicella","Marinicella sediminis","Scaffold","China: Shandong Province; Rongcheng; Weihai","GCA_002000055.1","none","marine sediment","representative genome",1792834,1792834,"aerobe","aerobic"
"5192","RS_GCF_002995795.1",99.81,0.01,99.31,0.73,30.9842419280982,2819317,TRUE,"Bacteria;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium_H;Clostridium_H thermopalmarium","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium_H","Clostridium_H thermopalmarium","Contig","none","GCA_002995795.1","none","palm wine","representative genome",29373,1121340,"anaerobe","anaerobic"
"5193","RS_GCF_001263415.1",99.9,0.55,99.49,1.32,45.6910524081731,3178727,TRUE,"Bacteria;Bacillota;Thermincolia;Thermincolales;Thermincolaceae;Thermincola;Thermincola ferriacetica","Bacteria","Bacillota","Thermincolia","Thermincolales","Thermincolaceae","Thermincola","Thermincola ferriacetica","Scaffold","Russia: Kunashir Island","GCA_001263415.1","none","Microbial Fuel Cell","representative genome",281456,281456,"anaerobe","anaerobic"
"5194","RS_GCF_001484965.1",99.99,0.7,98.67,0.33,47.1110997265958,3982201,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales_H;Bacillaceae_D;Shouchella;Shouchella shacheensis","Bacteria","Bacillota","Bacilli","Bacillales_H","Bacillaceae_D","Shouchella","Shouchella shacheensis","Scaffold","China: Shache County; Xinjiang","GCA_001484965.1","none","soil","representative genome",1649580,1649580,"aerobe","aerobic"
"5195","RS_GCF_003966915.1",99.64,0.04,89.68,0.67,48.9359943670921,2795004,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Mycoavidus;Mycoavidus cysteinexigens","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Mycoavidus","Mycoavidus cysteinexigens","Complete Genome","none","GCA_003966915.1","none","fungal mycelia of Mortierella elongata FMR23-6","representative genome",1553431,1553431,"aerobe","aerobic"
"5196","RS_GCF_002210435.1",100,0.05,100,2.63,73.0429807389402,7513761,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Micromonosporaceae;Micromonospora;Micromonospora wenchangensis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Micromonosporaceae","Micromonospora","Micromonospora wenchangensis","Contig","China: Hainan province","GCA_002210435.1","none","mangrove soil","representative genome",1185415,1185415,"aerobe","aerobic"
"5197","RS_GCF_000373765.1",100,0.22,99.62,1.4,41.6944737413111,3512682,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella shakespearei","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella shakespearei","Scaffold","United Kingdom","GCA_000373765.1","none","none","na",45075,1122169,"aerobe","aerobic"
"5198","RS_GCF_014349155.1",99.36,0.13,99,0.75,57.4367844864876,5821703,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Neolewinella;Neolewinella lacunae","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Neolewinella","Neolewinella lacunae","Scaffold","South Korea","GCA_014349155.1","none","marine environments","representative genome",1517758,1517758,"aerobe","aerobic"
"5199","RS_GCF_022664465.1",100,0.18,99.52,0.63,66.7873597329619,3977879,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas hankookensis","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas hankookensis","Scaffold","South Korea","GCA_022664465.1","none","a wastewater treatment plant","representative genome",563996,563996,"aerobe","aerobic"
"5200","RS_GCF_014635905.1",99.99,0.34,99.46,0,38.5231869380004,2308498,TRUE,"Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus caviae","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus caviae","Contig","none","GCA_014635905.1","none","none","representative genome",1769424,1769424,"anaerobe","anaerobic"
"5201","RS_GCF_900188225.1",100,0.79,99.7,0.89,65.6794561756424,3535439,TRUE,"Bacteria;Desulfobacterota_I;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Humidesulfovibrio;Humidesulfovibrio mexicanus","Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Humidesulfovibrio","Humidesulfovibrio mexicanus","Scaffold","none","GCA_900188225.1","none","none","representative genome",147047,147047,"anaerobe","anaerobic"
"5202","RS_GCF_000184345.1",100,0.16,100,0,60.9183109902188,2560222,TRUE,"Bacteria;Spirochaetota;Spirochaetia;Winmispirales;Winmispiraceae;Winmispira;Winmispira thermophila","Bacteria","Spirochaetota","Spirochaetia","Winmispirales","Winmispiraceae","Winmispira","Winmispira thermophila","Complete Genome","Russia","GCA_000184345.2","none","marine hot spring","representative genome",154,869211,"anaerobe","anaerobic"
"5203","RS_GCF_003987645.1",99.68,1.43,99.45,2.07,38.1448036093234,2879210,TRUE,"Bacteria;Bacillota;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus_A;Vagococcus_A elongatus","Bacteria","Bacillota","Bacilli","Lactobacillales","Vagococcaceae","Vagococcus_A","Vagococcus_A elongatus","Contig","USA: Illinois","GCA_003987645.1","none","swine-manure storage pit","representative genome",180344,180344,"aerobe","aerobic"
"5204","RS_GCF_900111965.1",100,0.03,99.29,0,32.5981554892204,2573799,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium swingsii","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium swingsii","Contig","none","GCA_900111965.1","none","none","representative genome",498292,498292,"aerobe","aerobic"
"5205","RS_GCF_009078285.1",94.16,0.12,98.47,1.42,62.2264577797744,2876974,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium jacchi","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium jacchi","Scaffold","Italy: Verona","GCA_009078285.1","none","baby common marmoset fecal sample","representative genome",2490545,2490545,"aerobe","aerobic"
"5206","RS_GCF_003704105.1",100,0.18,99.89,0.97,68.4389697467777,2976278,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas lutea","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas lutea","Contig","China: Taihu Lake","GCA_003704105.1","none","sediment","representative genome",2293980,2293980,"aerobe","aerobic"
"5207","RS_GCF_000601455.1",98.5,1.23,97.38,0.81,32.0406988502886,2892465,TRUE,"Bacteria;Bacillota;Clostridia;Clostridiales;Caloramatoraceae;Fervidicella;Fervidicella metallireducens","Bacteria","Bacillota","Clostridia","Clostridiales","Caloramatoraceae","Fervidicella","Fervidicella metallireducens","Contig","none","GCA_000601455.1","none","none","representative genome",655338,1403537,"anaerobe","anaerobic"
"5208","RS_GCF_024498075.1",100,3.24,99.73,1.15,50.420517673664,8136757,TRUE,"Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus_Z;Paenibacillus_Z mendelii","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus_Z","Paenibacillus_Z mendelii","Scaffold","Czech Republic","GCA_024498075.1","none","seeds of the garden pea","representative genome",206163,206163,"aerobe","aerobic"
"5209","RS_GCF_001269905.1",100,0.01,99.69,0.42,60.6159447847934,6126732,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E;Pseudomonas_E corrugata","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E corrugata","Contig","United Kingdom","GCA_001269905.1","none","tomato stem","na",47879,47879,"aerobe","aerobic"
"5210","RS_GCF_900129815.1",98.94,1.26,99.3,0,30.3295740344036,2622699,TRUE,"Bacteria;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Asaccharospora;Asaccharospora irregularis","Bacteria","Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Asaccharospora","Asaccharospora irregularis","Scaffold","none","GCA_900129815.1","none","none","representative genome",29359,1121321,"anaerobe","anaerobic"
"5211","RS_GCF_900106595.1",100,0.81,98.66,0.67,48.1624122366929,2908575,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales_H;Marinococcaceae;Marinococcus;Marinococcus luteus","Bacteria","Bacillota","Bacilli","Bacillales_H","Marinococcaceae","Marinococcus","Marinococcus luteus","Scaffold","none","GCA_900106595.1","none","none","representative genome",1122204,1122204,"aerobe","aerobic"
"5212","RS_GCF_004310665.1",99.96,0.04,98.09,0.64,38.7747379066218,6186183,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter kyonggii","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter kyonggii","Contig","South Korea: Suwon","GCA_004310665.1","none","forest soil","representative genome",1926871,1926871,"obligate aerobe","aerobic"
"5213","RS_GCF_000745455.1",99.96,1.22,96.61,0.62,39.8504719912544,2172469,TRUE,"Bacteria;Thermotogota;Thermotogae;Mesoaciditogales;Mesoaciditogaceae;Mesoaciditoga;Mesoaciditoga lauensis","Bacteria","Thermotogota","Thermotogae","Mesoaciditogales","Mesoaciditogaceae","Mesoaciditoga","Mesoaciditoga lauensis","Scaffold","none","GCA_000745455.1","none","none","representative genome",1495039,1150474,"anaerobe","anaerobic"
"5214","RS_GCF_013389365.1",99.99,0.94,99.68,1.45,46.7806804695078,4317866,TRUE,"Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter;Desulfobacter latus","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacter","Desulfobacter latus","Scaffold","Italy: Rio di S. Giacomo","GCA_013389365.1","none","anaerobic marine mud","representative genome",2292,2292,"anaerobe","anaerobic"
"5215","RS_GCF_003046295.1",99.98,0.12,99.66,0.54,66.4726927411732,3827482,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas aerolata","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas aerolata","Scaffold","United Kingdom: Norwich","GCA_003046295.1","none","none","na",185951,185951,"aerobe","aerobic"
"5216","RS_GCF_006175945.1",99.99,1.06,100,0.49,33.788517599639,4868651,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium mulctrae","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium mulctrae","Contig","South Korea: Gyeonggi-do; Anseong","GCA_006175945.1","none","raw milk","representative genome",2576777,2576777,"aerobe","aerobic"
"5217","RS_GCF_004343255.1",99.99,0.18,98.31,1.99,48.6750408200346,3280348,TRUE,"Bacteria;Bacillota;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Laceyella;Laceyella sacchari","Bacteria","Bacillota","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Laceyella","Laceyella sacchari","Scaffold","none","GCA_004343255.1","none","none","na",37482,37482,"aerobe","aerobic"
"5218","RS_GCF_900110115.1",99.96,0.14,99.2,1.06,66.8781254576013,3858435,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Palleronia;Palleronia pelagia","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Palleronia","Palleronia pelagia","Contig","none","GCA_900110115.1","none","none","representative genome",387096,387096,"aerobe","aerobic"
"5219","RS_GCF_001573155.1",99.97,0.01,98.48,0,39.9326018629491,3147268,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aequorivita;Aequorivita aquimaris","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aequorivita","Aequorivita aquimaris","Contig","Malaysia","GCA_001573155.1","none","seawater","representative genome",1548749,1548749,"aerobe","aerobic"
"5220","RS_GCF_004365635.1",99.99,0.09,99.7,0,58.1495731245209,3680113,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter;Litoreibacter halocynthiae","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Litoreibacter","Litoreibacter halocynthiae","Contig","none","GCA_004365635.1","none","none","representative genome",1242689,1242689,"aerobe","aerobic"
"5221","GB_GCA_002968015.1",100,2.08,99.75,0.99,66.1810437067625,7183282,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Telluria;Telluria phosphatilytica","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Telluria","Telluria phosphatilytica","Contig","China","GCA_002968015.1","none","soil","na",2026176,2026176,"aerobe","aerobic"
"5222","RS_GCF_000255705.1",100,2.26,94.89,2.27,59.0996606697076,10086423,TRUE,"Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Zavarzinella;Zavarzinella formosa","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Zavarzinella","Zavarzinella formosa","Scaffold","Russia: West Siberia","GCA_000255705.1","none","peat soil","representative genome",360055,1123508,"aerobe","aerobic"
"5223","RS_GCF_002014855.1",99.88,0.02,99.18,0.35,46.6255452662809,2179000,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;Moraxella porci","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","Moraxella porci","Scaffold","Spain: Barcelona","GCA_002014855.1","none","Brain of a pig with meningitis","representative genome",1288392,573983,"aerobe","aerobic"
"5224","RS_GCF_000146185.1",99.99,0.55,98.66,0.34,37.5711002620975,2831389,TRUE,"Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Lachnospira eligens","Complete Genome","none","GCA_000146185.1","none","none","representative genome",39485,515620,"anaerobe","anaerobic"
"5225","RS_GCF_900112755.1",99.98,0.28,99.49,0.34,58.4129228568427,4236215,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;Sulfitobacter brevis","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter","Sulfitobacter brevis","Contig","none","GCA_900112755.1","none","none","representative genome",74348,74348,"aerobe","aerobic"
"5226","RS_GCF_000425745.1",100,0.37,99.75,0.19,63.5038453794528,4655082,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E;Pseudomonas_E cremoricolorata","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E cremoricolorata","Scaffold","none","GCA_000425745.1","none","none","representative genome",157783,1215098,"aerobe","aerobic"
"5227","RS_GCF_007558865.1",99.94,2.55,98.1,1.19,42.8619597026825,5335442,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter corticis","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter corticis","Contig","South Korea: Anseong-si","GCA_007558865.1","none","bark","representative genome",2597670,2597670,"aerobe","aerobic"
"5228","RS_GCF_000010425.1",99.98,0.23,100,0,59.1843395334325,2089645,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium adolescentis","Complete Genome","none","GCA_000010425.1","none","none","representative genome",1680,367928,"anaerobe","anaerobic"
"5229","RS_GCF_000375545.1",100,0.04,100,1.74,57.5108335925883,4082245,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Kordiimonadaceae;Kordiimonas;Kordiimonas gwangyangensis","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Kordiimonadaceae","Kordiimonas","Kordiimonas gwangyangensis","Contig","South Korea","GCA_000375545.1","none","none","representative genome",288022,1122137,"aerobe","aerobic"
"5230","RS_GCF_004912275.1",100,0.71,98.64,0.82,68.0395487413653,5820492,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Micromonosporaceae;Glycomyces;Glycomyces buryatensis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Micromonosporaceae","Glycomyces","Glycomyces buryatensis","Scaffold","Russia: Buryatia","GCA_004912275.1","none","soil","representative genome",2570927,2570927,"aerobe","aerobic"
"5231","RS_GCF_004768465.1",98.82,0.99,96.96,1.52,60.3798756740321,4335798,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Natronospirillaceae;Natronospirillum;Natronospirillum operosum","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Natronospirillaceae","Natronospirillum","Natronospirillum operosum","Scaffold","Russia: Moscow","GCA_004768465.1","none","decaying biomass from laboratory culture of cyanobacterium Geitlerinema sp. strain Z-T0701","representative genome",2759953,2759953,"aerobe","aerobic"
"5232","RS_GCF_002531935.1",99.99,1.77,99.94,0.19,61.3832255612709,6883664,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Rhizobium chutanense","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium chutanense","Contig","China: Chutan; Jiangxi","GCA_002531935.1","none","root nodule","representative genome",2035448,2035448,"aerobe","aerobic"
"5233","RS_GCF_003323745.1",99.39,0.91,100,2.96,71.0415194550407,9305065,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Sphaerisporangium;Sphaerisporangium album","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Sphaerisporangium","Sphaerisporangium album","Scaffold","China: Tianzi Mountain; Hunan","GCA_003323745.1","none","soil","representative genome",509200,509200,"aerobe","aerobic"
"5234","RS_GCF_016908295.1",99.83,0.61,99.33,0.33,42.5783126337991,4047112,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales_D;Halobacillaceae;Thalassobacillus;Thalassobacillus pellis","Bacteria","Bacillota","Bacilli","Bacillales_D","Halobacillaceae","Thalassobacillus","Thalassobacillus pellis","Contig","none","GCA_016908295.1","none","none","representative genome",748008,748008,"obligate aerobe","aerobic"
"5235","RS_GCF_015240255.1",100,0.56,100,1.45,47.4410006982283,4041658,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Kordiimonadaceae;Kordiimonas;Kordiimonas pumila","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Kordiimonadaceae","Kordiimonas","Kordiimonas pumila","Complete Genome","China:Zhoushan","GCA_015240255.1","none","sediment","representative genome",2161677,2161677,"aerobe","aerobic"
"5236","RS_GCF_003217355.1",99.98,0.22,98.48,0.4,65.3403557700237,3868365,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;Rhodobacter viridis","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter viridis","Scaffold","none","GCA_003217355.1","none","none","representative genome",1054202,1054202,"anaerobe","anaerobic"
"5237","RS_GCF_001688725.2",96.78,0.05,88.92,0.73,42.6133699950433,4839927,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecimuris","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caecimuris","Complete Genome","Switzerland: Bern","GCA_001688725.2","none","none","representative genome",1796613,1796613,"anaerobe","anaerobic"
"5238","RS_GCF_000023845.1",99.95,0.01,100,0,50.911544290903,1617804,TRUE,"Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Cryptobacterium;Cryptobacterium curtum","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Cryptobacterium","Cryptobacterium curtum","Complete Genome","none","GCA_000023845.1","none","none","representative genome",84163,469378,"anaerobe","anaerobic"
"5239","RS_GCF_011045165.1",100,0.3,99.54,1.03,65.7545420405536,4287170,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Specibacter;Specibacter silviterrae","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Specibacter","Specibacter silviterrae","Contig","South Korea: Ongjin County","GCA_011045165.1","none","forest soil","na",2026658,2026658,"aerobe","aerobic"
"5240","RS_GCF_000661915.1",100,0.4,100,0.55,62.2530540127591,4833395,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;Stutzerimonas decontaminans","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas","Stutzerimonas decontaminans","Complete Genome","Spain: Barcelona","GCA_000661915.1","none","marine sediment","representative genome",3022791,3022791,"obligate aerobe","aerobic"
"5241","RS_GCF_002893765.1",99.92,0.74,98.68,1.45,35.2470021569069,4116543,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tamlana_A;Tamlana_A carrageenivorans","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tamlana_A","Tamlana_A carrageenivorans","Complete Genome","South Korea","GCA_002893765.1","none","seawater","representative genome",2069432,2069432,"aerobe","aerobic"
"5242","RS_GCF_002197985.1",99.99,0.03,100,0.52,60.9355473079082,3829769,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Halopseudomonas;Halopseudomonas aestusnigri","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Halopseudomonas","Halopseudomonas aestusnigri","Scaffold","Spain: Galicia","GCA_002197985.1","none","Atlantic intertidal shore","na",857252,857252,"aerobe","aerobic"
"5243","RS_GCF_014202035.1",97.67,0.32,99.3,0.7,39.196113896355,2869177,TRUE,"Bacteria;Spirochaetota;Spirochaetia;Treponematales;Treponemataceae;Treponema_D;Treponema_D rectale","Bacteria","Spirochaetota","Spirochaetia","Treponematales","Treponemataceae","Treponema_D","Treponema_D rectale","Scaffold","none","GCA_014202035.1","none","none","representative genome",744512,744512,"obligate anaerobe","anaerobic"
"5244","RS_GCF_003719725.1",100,0.03,99.34,0.66,46.1330287057525,3335228,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales_A;Planococcaceae;Planococcus;Planococcus salinus","Bacteria","Bacillota","Bacilli","Bacillales_A","Planococcaceae","Planococcus","Planococcus salinus","Contig","China: Jade Gate Pass; Gansu Province","GCA_003719725.1","none","soil","representative genome",1848460,1848460,"aerobe","aerobic"
"5245","RS_GCF_900101895.1",99.92,0.03,99.28,0,49.0215003444735,3700245,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium caeni","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium caeni","Scaffold","none","GCA_900101895.1","none","none","representative genome",490189,490189,"aerobe","aerobic"
"5246","RS_GCF_001263795.1",100,0.95,100,0.89,31.0927850301394,3650535,TRUE,"Bacteria;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium_H;Clostridium_H homopropionicum","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium_H","Clostridium_H homopropionicum","Contig","Germany","GCA_001263795.1","none","anoxic sewage sludge","na",36844,1121318,"anaerobe","anaerobic"
"5247","RS_GCF_000619945.1",100,1.31,100,0,29.286685065688,4753597,TRUE,"Bacteria;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium_AO;Clostridium_AO lundense","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium_AO","Clostridium_AO lundense","Scaffold","none","GCA_000619945.1","none","none","representative genome",319475,1410653,"anaerobe","anaerobic"
"5248","RS_GCF_001434395.1",99.77,0.05,99.06,0.09,49.3846835385928,2815465,TRUE,"Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus hammesii","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Levilactobacillus hammesii","Scaffold","France","GCA_001434395.1","none","wheat sourdough","representative genome",267633,1423753,"anaerobe","anaerobic"
"5249","RS_GCF_000024365.1",100,0.96,99.93,1.32,70.9164631838236,6060298,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Nakamurellaceae;Nakamurella;Nakamurella multipartita","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nakamurellaceae","Nakamurella","Nakamurella multipartita","Complete Genome","none","GCA_000024365.1","none","none","representative genome",53461,479431,"obligate aerobe","aerobic"
"5250","RS_GCF_000159235.2",99.23,0.27,100,0,42.6568269293952,1430526,TRUE,"Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Fannyhessea;Fannyhessea vaginae","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Fannyhessea","Fannyhessea vaginae","Contig","none","GCA_000159235.2","none","vagina","na",82135,525256,"anaerobe","anaerobic"
