ID,designation_header,strain_number_header,is_type_strain_header,species,domain,Oxygen tolerance,Genome seq. accession number,Genome Sequence associated NCBI tax ID,Genome Sequence database
,,,,,,obligate aerobe,,,
159168,"FL-M/Ps 38, TH39","DSM 107390, LMG 30830",1,Pseudomonas bubulae,Bacteria,aerobe,2917077041,2316085,img
13175,HY-14,"DSM 24390, CCTCC AB 208156, KCTC 22292",1,Denitrificimonas caeni,Bacteria,anaerobe,2524614874,521719,img
,,,,,,obligate aerobe,,,
133410,Feb-92,"LMG 28499, DOAB 798",1,Pseudomonas canadensis,Bacteria,aerobe,2582580912,915099,img
,,,,,,obligate aerobe,,,
13052,L01,"DSM 16822, CFBP 2341, CIP 106140, ICMP 2823, LMG 5096, NCPPB 1437, CCUG 51523",1,Pseudomonas cannabina,Bacteria,aerobe,2667527432,86840,img
,,,,,,obligate aerobe,2713896848,86840,img
13143,ENA-328,"DSM 21109, CFBP 3204, ICMP 2855, NCPPB 1873, CCUG 32775, ATCC 33615, LMG 2152, CIP 106736, NCPPB 1823, ICPB PC138",1,Pseudomonas caricapapayae,Bacteria,aerobe,2713896847,46678,img
,,,,,,obligate aerobe,,,
13119,,"DSM 17516, CIP 105541, CFML 96-198",1,Pseudomonas cedrina,Bacteria,aerobe,2917190755,76762,img
,,,,,,obligate aerobe,,,
13160,292,"DSM 50083, ATCC 9446, CCM 1975, ICPB 2392, IFO 3904, NBRC 3904, NCIB 9392, NRRL B-560, CCUG 552 B, LMG 6220, CCM 292, CIP 63.22, JCM 2778, AJ 2066, BCRC 11566, CCUG 552, CECT 4470, CFBP 2132, HAMBI 2011, IAM 12354, IAM 1511, ICMP 13613, LMG 5004, LMG 6457, NCCB 76041, NCIMB 9392, NCPPB 1798, NCTC 13002, VKM B-1246, VKM B-897, VTT E-95581, IMET 10404, NRRL: B-560",1,Pseudomonas chlororaphis,Bacteria,aerobe,2617270790,587753,img
,,,,,,obligate aerobe,2713897223,333,img
,,,,,,,2875542621,333,img
,,,,,,,2917093585,1215096,img
13159,,"DSM 19603, ATCC 33663, CIP 106718, LMG 21630, NCIMB 10068",1,Pseudomonas chlororaphis subsp. aurantiaca,Bacteria,aerobe,2636416019,86192,img
,,,,,,obligate aerobe,2908486269,86192,img
13158,"EIII.9.25.1, L8","CCUG 712, CIP 103295, NCTC 10686, LMG 1245, NRRL B-1576, IFO 3521, DSM 6698, ATCC 13985, NCIMB 9030, JCM 20509, CCEB 518, IAM 12353, NBRC 3521",1,Pseudomonas chlororaphis subsp. aureofaciens,Bacteria,aerobe,2636416064,587851,img
,,,,,,obligate aerobe,2645727751,1215095,img
,,,,,,,2713897221,587851,img
,,,,,,,2917825782,587753,img
13181,JF3835,"DSM 21509, NCIMB 14478, CIP 110232",1,Pseudomonas chlororaphis subsp. piscium,Bacteria,aerobe,2667528180,1513890,img
,,,,,,obligate aerobe,2917064153,1513890,img
,,,,,,,2917178910,1513890,img
12817,PC 1,"DSM 50259, ATCC 10857, CCUG 32776, NCPPB 943, LMG 2162, ATCC 19303, ATCC 19474, CIP 106704, NRRL B-832, ICPB PC1",1,Pseudomonas cichorii,Bacteria,aerobe,2667527209,36746,img
,,,,,,obligate aerobe,,,
13144,PC1,"DSM 21306, ATCC 33616, CCM 2888, CCUG 18839, CIP 106723, ICMP 8561, LMG 2167, NCPPB 2982, JCM 13362, CIP 105155, LMG 21719",1,Xanthomonas cissicola,Bacteria,obligate aerobe,2791355361,86186,img
12823,,"DSM 50332, ATCC 13674, CIP 104381, CCUG 17933, LMG 18378, NRRL B-2504, CFBP 5585, JCM 13426, BCRC 14345, IAM 15129, JCM 21587, KACC 10776, KCTC 12148, NBRC 103043, NCIMB 12783",1,Pseudomonas citronellolis,Bacteria,aerobe,2663762793,53408,img
,,,,,,obligate aerobe,,,
24434,C2,"DSM 25648, CCUG 59231, CECT 7516",1,Pseudomonas composti,Bacteria,aerobe,2663762774,658457,img
13085,P538/23,"DSM 14939, LMG 21466, CCUG 51513, CFBP 7019, CIP 108180",1,Pseudomonas congelans,Bacteria,aerobe,2663762773,200452,img
,,,,,,obligate aerobe,,,
13044,939/1,"DSM 7228, ATCC 29736, NCPPB 2445, CIP 105514, CFBP 2431",1,Pseudomonas corrugata,Bacteria,aerobe,2563366525,47879,img
,,,,,,obligate aerobe,2713897228,47879,img
13109,KS 0031,"DSM 17059, AJ 2127, IFO 16634, JCM 11246, NRIC 0181, CCUG 53878, NBRC 16634, JCM 20204, BCRC 17510, CIP 107616, DSM 10759, IAM 1541, LMG 24039, LMG 27905",1,Pseudomonas cremoricolorata,Bacteria,aerobe,2523533534,1215098,img
,,,,,,obligate aerobe,2585427684,1215098,img
13172,"1N, 1NT A.E. Escalante","DSM 23418, CIP 109853, LMG 24676, CCM 7899",1,Pseudomonas cuatrocienegasensis,Bacteria,obligate aerobe,2663763600,543360,img
13153,RLD-1,"DSM 18900, CCUG 55753, CCM 7361, MTCC 7601, CIP 109527",1,Pseudomonas delhiensis,Bacteria,aerobe,2706795031,366289,img
,,,,,,obligate aerobe,,,
13163,HR2,"DSM 21419, CGMCC 1.6858, KCTC 22129",1,Pseudomonas duriflava,Bacteria,aerobe,2596583584,459528,img
24436,L48,"DSM 28517, CCUG 61470, CECT 7985",1,Pseudomonas entomophila,Bacteria,aerobe,637000219,384676,img
13177,"14-3, BM, CT14-3, CT 14-3","DSM 17835, CIP 109839, CCM 7898",1,Pseudomonas extremaustralis,Bacteria,obligate aerobe,2667527225,359110,img
13091,FEB RAS,"DSM 15824, KMM 3447, LMG 19695, CCUG 51517, CIP 107815",1,Pseudomonas extremorientalis,Bacteria,aerobe,2639762715,169669,img
,,,,,,obligate aerobe,,,
13060,B62,"DSM 12071, NCPPB 3063, CCUG 49622, CIP 104204, ATCC 51555, LMG 18387, CFBP 5586, JCM 21586, IAM 15128, ICMP 13539, NBRC 103044",1,Pseudomonas flavescens,Bacteria,aerobe,2663762794,29435,img
,,,,,,obligate aerobe,,,
13170,78-123,"DSM 25351, CGMCC 1.1365, JCM 14085, CCUG 59930, CECT 7766",0,Pseudomonas flexibilis,Bacteria,aerobe,2596583557,706570,img
,,,,,,,2645728058,1295129,img
,,,,,,,2728369709,1295129,img
158761,GEV388,"LMG 30013, ATCC TSD-90, CIP 111601",1,Pseudomonas floridensis,Bacteria,aerobe,2791355582,1958950,img
,,,,,,obligate aerobe,,,
12851,,"DSM 50090, ATCC 13525, ICPB 3200, NCIB 9046, NCTC 10038, WDCM 00115, JCM 5963, BCRC 11028, CCEB 488, CCM 2115, CCUG 1253, CECT 378, CGMCC 1.1802, CIP 69.13, IAM 12022, IFO 14160, LMG 1794, NBRC 14160, NCDO 1524, NCIMB 9046, NCPPB 1964, NRRL B-14678, VKM B-894, IMET 10619",1,Pseudomonas fluorescens,Bacteria,aerobe,2617270901,294,img
,,,,,,obligate aerobe,2675903647,294,img
,,,,,,,2875548937,294,img
,,,,,,,2917106160,294,img
158598,ASS-1,"KCTC 52437, CCM 8778",1,Pseudomonas fluvialis,Bacteria,aerobe,2791355545,1793966,img
13126,,"DSM 17717, IAM 1529, IFO 16637, JCM 11242, NRIC 0180, CCUG 50780, CIP 106765, CIP 106819, ATCC 31418, LMG 11722, NBRC 16637, JCM 20202, BCRC 11058, BCRC 17506, CCUG 106765, KACC 10774, KACC 10795, AJ 2219",1,Pseudomonas fulva,Bacteria,aerobe,2556921649,1215102,img
,,,,,,obligate aerobe,2585427679,1215102,img
12966,KF707,"DSM 10086, NBRC 110670",1,Pseudomonas furukawaii,Bacteria,aerobe,2531839224,1149133,img
13110,,"CCUG 43164, DSM 17152, CCM 4986, CFML 95-251, CIP 105469",1,Pseudomonas gessardii,Bacteria,aerobe,2917203564,78544,img
,,,,,,obligate aerobe,,,
166380,MS586,"NRRL B-65441, LMG 30275",1,Pseudomonas glycinae,Bacteria,aerobe,2767802286,1785145,img
,,,,,,obligate aerobe,,,
13118,,"DSM 17515, CIP 106645, CCUG 52345, ATCC BAA-140, CCM 7501, CFML 97-514, KCTC 12213",1,Pseudomonas grimontii,Bacteria,aerobe,2639762651,129847,img
,,,,,,obligate aerobe,,,
130575,SgZ-6,"DSM 100318, CCTCC AB 2012022, KACC 16606",1,Pseudomonas guangdongensis,Bacteria,facultative anaerobe,2667527223,1245526,img
24440,PCAVU11,"DSM 28410, CECT 8262, LMG 27394",1,Pseudomonas guariconensis,Bacteria,aerobe,2663763604,1288410,img
133945,CC-G9A,"BCRC 80438, JCM 18416",1,Pseudomonas guguanensis,Bacteria,aerobe,2663762796,1198456,img
13161,M8,"DSM 21282, CECT 7231, LMG 24016",1,Pseudomonas guineae,Bacteria,aerobe,2667527413,425504,img
132436,WS 4917,"DSM 29165, LMG 28433",1,Pseudomonas helleri,Bacteria,aerobe,2784132037,1608996,img
13071,,"DSM 14015, CIP 107714, MTCC 3713, CCUG 51511, IMT 37, JCM 21544, IAM 15083, NBRC 103045, TBRC 7233",1,Pseudomonas indica,Bacteria,aerobe,2663762782,137658,img
,,,,,,obligate aerobe,,,
13111,,"DSM 17150, CCM 4840, CFML 95-307, CIP 105274, CCUG 42059, ATCC 700870",1,Pseudomonas jessenii,Bacteria,aerobe,2917837329,77298,img
,,,,,,obligate aerobe,,,
13100,,"CCUG 69580, DSM 16612, KACC 10760, LMG 21316, Pss 26, JCM 21621, IAM 15166, NBRC 103047, CIP 108617",1,Pseudomonas jinjuensis,Bacteria,aerobe,2663762768,198616,img
,,,,,,obligate aerobe,,,
13070,520-20,"DSM 13647, CFBP 5372, JCM 11939, CIP 107321",1,Pseudomonas kilonensis,Bacteria,aerobe,2639762655,132476,img
,,,,,,obligate aerobe,2713897225,132476,img
13155,B13,"DSM 6978, CCUG 54928, CIP 109584, DSM 624, LMG 23759",1,Pseudomonas knackmussii,Bacteria,aerobe,2579778852,1301098,img
,,,,,,obligate aerobe,,,
13097,Ps 9-14,"DSM 16610, KACC 10848, LMG 21318, CCUG 51519, JCM 14769, CIP 108616",1,Pseudomonas koreensis,Bacteria,aerobe,2636416187,198620,img
,,,,,,obligate aerobe,,,
131891,46-2,"DSM 100278, KCTC 32541",1,Pseudomonas kribbensis,Bacteria,aerobe,2917051905,1628086,img
,,,,,,obligate aerobe,,,
140299,WS 4992,"DSM 29167, LMG 28435",1,Pseudomonas lactis,Bacteria,aerobe,2660238313,1615674,img
13112,,"CCUG 43190, DSM 17149, CCM 4841, CFML 96-195, CIP 105460",1,Pseudomonas libanensis,Bacteria,aerobe,2636416169,75588,img
,,,,,,obligate aerobe,2700989493,75588,img
13106,"DLE411J, D-LE411J","CCUG 51522, DSM 16768, CCM 7692, CFBP 5737, ICMP 14138, CIP 107460",1,Pseudomonas lini,Bacteria,aerobe,2636416176,163011,img
,,,,,,obligate aerobe,2663763025,163011,img
13186,2SM5,"DSM 26168, CECT 7670, KCTC 23093",1,Halopseudomonas litoralis,Bacteria,aerobe,2667527220,797277,img
13017,"573, 138","DSM 6252, ATCC 49968, CCM 3503, CIP 103272, CCUG 18757",1,Pseudomonas lundensis,Bacteria,aerobe,2663763376,86185,img
,,,,,,obligate aerobe,,,
13092,"P 513/18, P513/18","DSM 15835, CIP 109623, LMG 21995",1,Pseudomonas lurida,Bacteria,aerobe,2616644927,244566,img
,,,,,,obligate aerobe,,,
13045,"4239, KS 0921","DSM 6975, ATCC 43273, IAM 1300, JCM 3352, CCUG 37974, LMG 7041, IAM 13000, CIP 102995, LMG 8814, NBRC 103146",1,Pseudomonas luteola,Bacteria,aerobe,2663762783,47886,img
,,,,,,obligate aerobe,2806311027,1215106,img
13134,,"DSM 17967, ATCC 700871, CCUG 42058, CIP 105273, CCM 4842, CFML 95-303, JCM 21619, IAM 15164, NBRC 103147",1,Pseudomonas mandelii,Bacteria,aerobe,2814123354,1215107,img
,,,,,,obligate aerobe,,,
12863,CIBP,"DSM 13124, ATCC 10844, NCPPB 667, CCUG 51507, LMG 2215, CFBP 1387, CFBP 2037, CIP 106712, CCTM 1894, CECT 229, LMG 2210, LMG 6434 (t2), NCAIM B.01279, CCEB 764, PD 1557, PDDCC 3553",1,Pseudomonas marginalis,Bacteria,aerobe,2639762561,298,img
,,,,,,obligate aerobe,,,
13102,9.1,"DSM 16733, CCM 7691, CFBP 5447, ICMP 14184, CIP 107708",1,Pseudomonas mediterranea,Bacteria,aerobe,2596583589,183795,img
,,,,,,obligate aerobe,2627854246,1348058,img
,,,,,,,2675902957,183795,img
12866,"CH50, CH 50","DSM 50017, ATCC 25411, CCUG 1781, CCUG 12440, JCM 5966, BCRC 10458, CCM 3590, CECT 320, CGMCC 1.1804, CIP 75.21, ICPB 3725, IFO 14162, LMG 1223, NBRC 14162, NCIMB 10541, NCTC 10897, VKM B-972, VTT E-99945, IMET 11176",1,Pseudomonas mendocina,Bacteria,aerobe,2627854063,1215108,img
,,,,,,obligate aerobe,,,
13138,IPA-2,"DSM 18327, CIP 109614, CCUG 53115",1,Pseudomonas mohnii,Bacteria,aerobe,2667527224,395600,img
,,,,,,obligate aerobe,,,
13074,"strain 1, 1","DSM 14164, ATCC 700476, CCUG 38736, CIP 104883, CCM 4844, JCM 21585, BCRC 17534, IAM 15127, LMG 21609, NBRC 103158, VTT E-052919",1,Pseudomonas monteilii,Bacteria,aerobe,2556921620,1215110,img
,,,,,,obligate aerobe,2585427680,1215110,img
13157,"RW10, RW 10","DSM 12647, CCUG 53114, CIP 109622",1,Pseudomonas moorei,Bacteria,aerobe,2639762638,395599,img
,,,,,,obligate aerobe,,,
13117,,"DSM 17497, ATCC BAA-99, CIP 105259, CFML 90-83, ATCC BAA99",1,Pseudomonas mosselii,Bacteria,aerobe,2556921653,1403339,img
,,,,,,obligate aerobe,,,
13145,37,"DSM 19186, CIP 103298, CCUG 1424, ATCC 4685, NCTC 8068, JCM 2781, CGMCC 1.1795, IAM 12406, IAM 15111, LMG 2223, NBRC 103159, NCIMB 9394, NRRL B-16",1,Pseudomonas mucidolens,Bacteria,aerobe,2667527233,46679,img
,,,,,,obligate aerobe,2808606649,46679,img
13080,"KS 0050, P-6","DSM 14399, ATCC 33634, IAM 1439, JCM 2782, CCUG 12538, IFO 12694, AJ 2282, CGMCC 1.1796, CIP 106747, LMG 21614, MTCC 7932, NBRC 12694",1,Pseudomonas nitroreducens,Bacteria,aerobe,2671180175,46680,img
,,,,,,obligate aerobe,,,
13076,926,"DSM 1650, ATCC 13867, CIP 104375, DSM 50405, NCIB 9496, CCUG 1783, IAM 12573, JCM 20650, IFO 13302, NBRC 13302, NCIMB 9496",0,Pseudomonas nitroreducens,Bacteria,aerobe,2540341139,1294143,img
132649,KX 20,"DSM 100277, CGMCC 1.15195",1,Halopseudomonas oceani,Bacteria,aerobe,2791355600,1708783,img
,,,,,,obligate aerobe,,,
12867,,"CCUG 2087, IFO 13583, DSM 1045, ATCC 8062, NCIB 6576, NCIMB 6576, NCTC 10692, NBRC 13583, JCM 11598, CECT 4079, CFBP 5589, CIP 59.11, IAM 1508, IMI 349020, KCTC 2872, LMG 2229, NCCB 60081, NRRL B-778, VKM B-1522",1,Pseudomonas oleovorans,Bacteria,obligate aerobe,2671180034,398198,img
,,,,,,,2811995170,1218072,img
12869,"X-59, X 59, 63","DSM 50188, ATCC 17440, ICPB 2750-63, IMET 11177, JCM 5968, NCIB 9946, NCTC 10860, BCRC 11902, CCM 3467, CCUG 51525, CCUG 726, CECT 318, CFBP 2435, CGMCC 1.1806, CIP 66.14, ICPB 3982, IFO 14167, LMG 1225, NBRC 14167, NCAIM B.01176, NCCB 76045, NCIMB 9946, NCPPB 1971, VKM B-1300, VTT E-012029",0,Pseudomonas oleovorans,Bacteria,obligate aerobe,2758568623,1215116,img
,,,,,,,2917173859,301,img
13116,,"DSM 17489, CIP 105540, CFML 96-170",1,Pseudomonas orientalis,Bacteria,aerobe,2663762900,76758,img
,,,,,,obligate aerobe,,,
13048,"KS0036, L-1, KS 0036","DSM 6835, ATCC 43272, IAM 1568, JCM 2952, CCUG 12540, LMG 7040, CIP 102996, CCM 8845, AJ 2197, CGMCC 1.3392, NBRC 102199, NCIMB 12521",1,Pseudomonas oryzihabitans,Bacteria,obligate aerobe,2585427682,1215113,img
13107,PRM16,"DSM 16825, CFBP 4389, ICMP 14253, NCPPB 4278, CCUG 51524, LMG 23076, CIP 107804",1,Pseudomonas palleroniana,Bacteria,aerobe,2639762588,191390,img
,,,,,,obligate aerobe,2917142836,191390,img
13164,Esp-1,"DSM 21819, CCM 7469, MTCC 8990",1,Pseudomonas panipatensis,Bacteria,aerobe,2706794920,428992,img
12760,"PA7, R. Hugh 813","DSM 1128, ATCC 9027, CIP 82.118, DSM 1385, WDCM 00026, CCUG 22801, CCM 1961, IAM 10374, IFO 13275, JCM 23217, BUCSAV 278, IAM 13074, JCM 14171, NBRC 13275, NCIMB 8626, NRRL B-800, CIP 72.26, IMET 10905, NCTC 12924, CECT 111, LMG 8029, CMCC (B) 10104",0,Pseudomonas paraeruginosa,Bacteria,aerobe,2645727823,287,img
,,,,,,obligate aerobe,2675903282,287,img
13108,CB-1,"DSM 17004, AJ 2129, IFO 16636, JCM 11244, NRIC 0501, BCRC 17511, CIP 107617, NBRC 16636",1,Pseudomonas parafulva,Bacteria,aerobe,2523533547,1215114,img
,,,,,,obligate aerobe,2585427683,1215114,img
140300,WS 4672,"DSM 29164, LMG 28439",1,Pseudomonas paralactis,Bacteria,aerobe,2693429756,1615673,img
13130,R-20805,"DSM 17833, CCM 7693, LMG 23201, CCUG 53775, CIP 109374",1,Pseudomonas peli,Bacteria,aerobe,2671180067,592361,img
,,,,,,obligate aerobe,,,
13137,2205,"DSM 18268, ATCC 190, CCUG 7832, CIP 106696, IFO 14163, JCM 11590, LMG 1874, NBRC 14163",1,Halopseudomonas pertucinogena,Bacteria,aerobe,2571042921,1123019,img
,,,,,,obligate aerobe,,,
13086,,"CCUG 49623, CIP 106493, DSM 15088, ATCC 700383, FPC 951, JCM 13297, BCRC 17517, IAM 15126, JCM 21584, LMG 21750, LMG 23766, NBRC 103162, NCIMB 13649, VTT E-072699",1,Pseudomonas plecoglossicida,Bacteria,aerobe,2556921648,1215115,img
,,,,,,obligate aerobe,2585427685,1215115,img
13083,P527/13,"DSM 14936, LMG 21465, CCUG 51512, CCM 7506, CIP 108181",1,Pseudomonas poae,Bacteria,aerobe,2639762637,200451,img
,,,,,,obligate aerobe,2667527928,200451,img
,,,,,,,2917137258,200451,img
13132,H3-R18,"DSM 17875, KACC 11517, CCUG 69581, JCM 16393, CIP 109373",1,Pseudomonas pohangensis,Bacteria,aerobe,2667527387,364197,img
13120,E-3,"DSM 17535, JCM 10889, CCUG 53877, CIP 107901",1,Pseudomonas psychrophila,Bacteria,aerobe,2667527575,122355,img
,,,,,,obligate aerobe,,,
13105,C36,"DSM 15758, LMG 21977, CCUG 51516, CIP 108579",1,Pseudomonas psychrotolerans,Bacteria,aerobe,2663763601,237610,img
,,,,,,obligate aerobe,,,
24438,LMT03,"DSM 27507, CECT 8089, LMG 26839, CIP 110366",1,Pseudomonas punonensis,Bacteria,aerobe,2671180065,1220495,img
,,,,,,obligate aerobe,,,
12871,"90, A 3.12","DSM 291, ATCC 12633, DSM 50202, ICPB 2963, NCTC 10936, WDCM 00117, JCM 13063, ATCC 23467, BCRC 10459, CCM 7156, CCUG 12690, CCUG 2091, CECT 324, CFBP 2066, CIP 52.191, DSM 50906, HAMBI 7, HUT 8100, IAM 1236, ICMP 2758, IFO 14164, JCM 3697, KCTC 1644, KCTC 1751, LMG 2257, NBRC 14164, NCCB 68020, NCCB 72006, NCIMB 13936, NCIMB 9494, NCIMB 9528, VKM B-1301, VKM B-2187, VTT E-92005",1,Pseudomonas putida,Bacteria,aerobe,2554235365,1211579,img
,,,,,,obligate aerobe,,,
13139,MT1,"DSM 18361, CCM 7743, CCUG 53116, CIP 109621",1,Pseudomonas reinekei,Bacteria,aerobe,2582581646,395598,img
,,,,,,obligate aerobe,2639762506,395598,img
13147,,"DSM 21078, ATCC 14235, CCUG 4439, CIP 61.9, LMG 2274, NCIMB 9280",1,Pseudomonas resinovorans,Bacteria,aerobe,2524614671,1123020,img
,,,,,,obligate aerobe,,,
13072,,"CCUG 38732, LMG 17764, CCM 4734, JCM 11940, DSM 14020, CIP 104664, NCIMB 13509, CFML 92-111",1,Pseudomonas rhodesiae,Bacteria,aerobe,2639763190,76760,img
,,,,,,obligate aerobe,,,
24439,CC-OPY-1,"DSM 27945, BCRC 80399, JCM 18195",1,Pseudomonas sagittaria,Bacteria,aerobe,2663762798,1135990,img
158046,584-1,"DSM 107228, LMG 22120, CFBP 2022, ICMP 14252, NCPPB 4277, CIP 107802",1,Pseudomonas salomonii,Bacteria,aerobe,2663763605,191391,img
,,,,,,obligate aerobe,,,
13187,"102 G, 102G","DSM 9751, CIP 109856",1,Pseudomonas saponiphila,Bacteria,aerobe,2667528183,556534,img
,,,,,,obligate aerobe,,,
12927,,"DSM 19341, ATCC 13522, CFBP 1670, ICMP 4352, LMG 2209, NCPPB 639, CIP 103721, PD 118",1,Pseudomonas savastanoi,Bacteria,obligate aerobe,2713896865,360920,img
13151,"FR1439, FR 1439","DSM 18913, CIP 108523, IMSNU 14101, KCTC 12331, CCUG 54777, IMSNU 14100",1,Pseudomonas segetis,Bacteria,aerobe,2671180091,298908,img
,,,,,,obligate aerobe,,,
13152,OLi,"DSM 18861, CCUG 50988, CECT 7078, CIP 109526",1,Pseudomonas simiae,Bacteria,aerobe,2663762772,321846,img
,,,,,,obligate aerobe,2917126018,321846,img
13128,CB-7,"DSM 17727, IAM 1598, JCM 2783, NRIC 0164, CCUG 12539, ATCC 33636, CIP 106745, CCM 7503, AJ 2124, CGMCC 1.1797, IFO 16665, LMG 21615, NBRC 16665",1,Pseudomonas straminea,Bacteria,aerobe,2663762767,47882,img
,,,,,,obligate aerobe,,,
12996,"221, AB 201","DSM 5190, ATCC 17588, NCIB 11358, NCPPB 1973, CCUG 11256, LMG 2333, CCM 4557, JCM 5965, CECT 930, CGMCC 1.1803, CIP 103022, IAM 12668, IFO 14165, LMG 11199, NBRC 14165, NCIMB 11358, NCTC 12262, VKM B-975",1,Stutzerimonas stutzeri,Bacteria,aerobe,2582581522,316,img
,,,,,,obligate aerobe,650716077,96563,img
12998,19SMN4,"DSM 6084, LMG 18521, CIP 107690, CCUG 44593",0,Stutzerimonas decontaminans,Bacteria,obligate aerobe,2574179801,316,img
131008,ST-9,"DSM 24582, CCUG 62911",0,Stutzerimonas stutzeri,Bacteria,aerobe,2648501316,316,img
,,,,,,obligate aerobe,,,
134668,,"CIP 107697, CCUG 29243",0,Stutzerimonas stutzeri,Bacteria,aerobe,2518645567,1196835,img
,,,,,,obligate aerobe,,,
137565,632,"CIP 107696, CCUG 16156, ATCC 14405, LMG 2243, NCIMB 568, JCM 20778, IAM 12931",0,Stutzerimonas stutzeri,Bacteria,aerobe,2529293194,32042,img
,,,,,,obligate aerobe,,,
13065,,"DSM 18928, ATCC 9890, CIP 59.22, LMG 2335, NCDO 757, NCIMB 8178, NCTC 10969, CCUG 50208, NCTC 10696, LMG 2190, NRRL B-780, JCM 11599, CCEB 293, IAM 12356, IFO 3913, NBRC 3913",1,Pseudomonas synxantha,Bacteria,aerobe,2660238513,47883,img
,,,,,,obligate aerobe,2667527385,47883,img
13024,,"DSM 10604, ATCC 19310, ICMP 3023, ICPB PS255, NCPPB 281, CIP 106698, CCUG 14279, LMG 1247, DSM 6693, CRBIP25.27, CCEB 760, PDDCC 3023",1,Pseudomonas syringae,Bacteria,aerobe,2579778699,1449349,img
,,,,,,obligate aerobe,2713896866,321,img
153362,,"CCUG 49341, ICMP 459, LMG 5059, NCPPB 871",0,Pseudomonas syringae,Bacteria,aerobe,2671180438,83167,img
,,,,,,obligate aerobe,,,
13148,,"DSM 21104, ATCC 4683, CCM 1982, CIP 103299, JCM 20238, NCTC 10697, NRRL B-14, CCUG 560, LMG 2336, ATCC 17466, BCRC 11013, CCEB 381, CFBP 5592, IAM 1653, IFO 3460, KCTC 12501, NBRC 3460, NCIMB 9396, NCTC 8067, NRRL B-731, OUT 8256, VKM B-904",1,Pseudomonas taetrolens,Bacteria,aerobe,2639762632,47884,img
,,,,,,obligate aerobe,2657245623,47884,img
,,,,,,,2808606717,47884,img
13180,CMS,"DSM 21245, BCRC 17751",1,Pseudomonas taiwanensis,Bacteria,aerobe,2523533561,1292030,img
13075,CM3,"CCUG 54623, DSM 14292, KCTC 12117, LMG 21284, CIP 107795",1,Pseudomonas thermotolerans,Bacteria,aerobe,2521172647,1123021,img
,,,,,,obligate aerobe,,,
13066,,"CCUG 54622, DSM 13194, CFBP 11261, JCM 11941, LMG 21626, CIP 109843, CFBP 5754",1,Pseudomonas thivervalensis,Bacteria,aerobe,2639762509,86265,img
,,,,,,obligate aerobe,2675903515,86265,img
,,,,,,,2744054620,86265,img
13053,B26,"CCUG 23369, CCUG 32782, DSM 19342, ATCC 33618, CFBP 2068, ICMP 2290, LMG 2342, NCPPB 2192, JCM 21583, BCRC 13200, CECT 4472, CIP 106735, IAM 15125, ICMP 12833, ICMP 12843, NBRC 103163, ICMP 12883, PDDCC 2290",1,Pseudomonas tolaasii,Bacteria,aerobe,2563366740,564423,img
,,,,,,obligate aerobe,2616644975,564423,img
13084,P513/19,"CCUG 54627, CCM 7505, DSM 14937, LMG 21464, CIP 108182",1,Pseudomonas trivialis,Bacteria,aerobe,2639762577,200450,img
,,,,,,obligate aerobe,2700989494,200450,img
,,,,,,,2917131931,200450,img
13099,Ps 3-10,"DSM 16611, KACC 10847, LMG 21317, CCUG 54631, JCM 16394, BCRC 17504, CIP 108618",1,Pseudomonas umsongensis,Bacteria,aerobe,2639762618,198618,img
,,,,,,obligate aerobe,2917099900,198618,img
13055,92-134,"DSM 11331, CIP 104663, CCUG 43519, LMG 17761, ATCC 700474, ATCC 700272, CFML 92-134, JCM 11942, CCM 7013, CFBP 4304, VTT E-052828",1,Pseudomonas veronii,Bacteria,aerobe,2642422516,307251,img
,,,,,,obligate aerobe,2700989495,76761,img
13016,PV6,"DSM 11124, ATCC 13223, DSM 6694, NCPPB 635, CIP 106699, CCUG 23371, LMG 2352, NRRL B895",1,Pseudomonas viridiflava,Bacteria,aerobe,2639762757,33069,img
,,,,,,obligate aerobe,,,
13150,2B2,"DSM 16006, CCM 7279, CIP 109460",1,Pseudomonas vranovensis,Bacteria,aerobe,2523533545,1292031,img
,,,,,,obligate aerobe,,,
132438,WS 4993,"DSM 29166, LMG 28437",1,Pseudomonas weihenstephanensis,Bacteria,aerobe,2806310669,1608994,img
,,,,,,obligate aerobe,,,
13135,,"NRIC 0617, DSM 18231, CCUG 46543, JCM 12468, KMM 1447, LMG 23572, CIP 109222",1,Stutzerimonas xanthomarina,Bacteria,aerobe,2675902960,271420,img
,,,,,,obligate aerobe,2687453778,1403346,img
13166,C10-2,"DSM 22326, CGMCC 1.6446, JCM 13530, MCCC 1A00089",1,Halopseudomonas xiamenensis,Bacteria,aerobe,2576861402,1123022,img
130578,8H1,"DSM 26522, CCUG 63249, LMG 27247",1,Pseudomonas yamanorum,Bacteria,aerobe,2667528168,515393,img
,,,,,,obligate aerobe,,,
13400,,"DSM 45401, BCC 28481, NBRC 104274, NRRL B-24609, GMKU 095, TISTR 1862, JCM 16707, CIP 110060",1,Pseudonocardia acaciae,Bacteria,aerobe,2558860112,1123023,img
,,,,,,facultative anaerobe,,,
,,,,,,obligate aerobe,,,
13393,"H9, CMGCC 4.1877","DSM 44958, CGMCC 4.1877, JCM 12462, CIP 109186, CGMCC 4.11877",1,Pseudonocardia ammonioxydans,Bacteria,aerobe,2671180038,260086,img
,,,,,,obligate aerobe,,,
